address,number,street,unit,city,state,zip,latitude,longitude,residential_proof,nearest_parcel_land_use,distance_m,parcel_id
"2431 KIMBERLY PKWY N, Columbus, OH, 43232",2431,KIMBERLY PKWY N,,Columbus,OH,43232,39.9251331,-82.8888247,nearest parcel (within 58m) LANDUSE 520,520,57.8,010-182220
"2244 WABASH CT W, Columbus, OH, 43232",2244,WABASH CT W,,Columbus,OH,43232,39.9255754,-82.9078507,nearest parcel (within 9m) LANDUSE 520,520,9.4,010-138342
"880 LITTLE BROOK WAY, Columbus, OH, 43232",880,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5963 LITTLE BROOK WAY, Columbus, OH, 43232",5963,LITTLE BROOK WAY,,Columbus,OH,43232,39.9442623,-82.8402113,nearest parcel (within 13m) LANDUSE 520,520,12.9,010-180584
"774 LITTLE BROOK WAY, Columbus, OH, 43232",774,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"1958 OLDE COVENTRY RD E, Columbus, OH, 43232",1958,OLDE COVENTRY RD E,,Columbus,OH,43232,39.9366526,-82.8593667,nearest parcel (within 57m) LANDUSE 510,510,57.5,010-127382
"2187 FOXCROFT GREEN, Columbus, OH, 43232",2187,FOXCROFT GREEN,,Columbus,OH,43232,39.9321429,-82.8632973,nearest parcel (within 7m) LANDUSE 550,550,7.4,010-161612
"2269 COURTRIGHT RD, Columbus, OH, 43232",2269,COURTRIGHT RD,,Columbus,OH,43232,39.9258611,-82.8990382,nearest parcel (within 34m) LANDUSE 511,511,33.8,010-118503
"5330 YORKSHIRE TERRACE DR B2, Columbus, OH, 43232",5330,YORKSHIRE TERRACE DR,B2,Columbus,OH,43232,39.9445105,-82.8527965,nearest parcel (within 28m) LANDUSE 550,550,27.6,010-145284
"4774 LARAINE CT 201, Columbus, OH, 43232",4774,LARAINE CT,201,Columbus,OH,43232,39.9205648,-82.8644127,nearest parcel (within 49m) LANDUSE 510,510,49.3,530-139748
"3341 BRANFORD, Columbus, OH, 43232",3341,BRANFORD,,Columbus,OH,43232,39.9107789,-82.8458257,nearest parcel (within 1m) LANDUSE 510,510,1.3,010-264957
"5580 HIBERNIA DR, Columbus, OH, 43232",5580,HIBERNIA DR,,Columbus,OH,43232,39.9533729,-82.8510986,nearest parcel (within 32m) LANDUSE 511,511,31.6,010-129672
"5866 HALLRIDGE CIR, Columbus, OH, 43232",5866,HALLRIDGE CIR,,Columbus,OH,43232,39.9467982,-82.8424109,nearest parcel (within 15m) LANDUSE 550,550,15.4,010-183276
"1824 MISTY WAY, Columbus, OH, 43232",1824,MISTY WAY,,Columbus,OH,43232,39.943562,-82.8390531,nearest parcel (within 4m) LANDUSE 550,550,4.2,550-194252
"3772 RIVERCREEK BAY WAY, Columbus, OH, 43232",3772,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9249651,-82.8952928,nearest parcel (within 44m) LANDUSE 510,510,44.4,010-172937
"3513 PETZINGER RD, Columbus, OH, 43232",3513,PETZINGER RD,,Columbus,OH,43232,39.927084,-82.8996498,nearest parcel (within 16m) LANDUSE 510,510,15.7,010-149574
"2510 KIMBERLY PKWY E 208, Columbus, OH, 43232",2510,KIMBERLY PKWY E,208,Columbus,OH,43232,39.9225143,-82.884635,nearest parcel (within 43m) LANDUSE 552,552,43.3,010-191615
"1813 CHANNINGWAY CT E, Columbus, OH, 43232",1813,CHANNINGWAY CT E,,Columbus,OH,43232,39.9414959,-82.8394264,nearest parcel (within 46m) LANDUSE 510,510,45.6,010-139368
"1761 SUNAPPLE WAY, Columbus, OH, 43232",1761,SUNAPPLE WAY,,Columbus,OH,43232,39.9445334,-82.8437068,nearest parcel (within 15m) LANDUSE 551,551,15.1,010-186892
"2454 COURTRIGHT RD, Columbus, OH, 43232",2454,COURTRIGHT RD,,Columbus,OH,43232,39.9225709,-82.89797,nearest parcel (within 33m) LANDUSE 520,520,32.9,010-149951
"5453 LONSDALE PL S UNIT C, Columbus, OH, 43232",5453,LONSDALE PL S,UNIT C,Columbus,OH,43232,39.9415293,-82.8489687,nearest parcel (within 45m) LANDUSE 520,520,45.2,010-127447
"116 LITTLE BROOK WAY, Columbus, OH, 43232",116,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"2208 WABASH CT W, Columbus, OH, 43232",2208,WABASH CT W,,Columbus,OH,43232,39.9263116,-82.907723,nearest parcel (within 10m) LANDUSE 520,520,10.2,010-138345
"5413 LONSDALE PL S UNIT A, Columbus, OH, 43232",5413,LONSDALE PL S,UNIT A,Columbus,OH,43232,39.9415815,-82.8499892,nearest parcel (within 46m) LANDUSE 520,520,45.6,010-127451
"2395 MALKA CT, Columbus, OH, 43232",2395,MALKA CT,,Columbus,OH,43232,39.9232223,-82.8984168,nearest parcel (within 15m) LANDUSE 510,510,15.2,010-149957
"1571 ALLENFORD CT, Columbus, OH, 43232",1571,ALLENFORD CT,,Columbus,OH,43232,39.9456473,-82.8487276,nearest parcel (within 53m) LANDUSE 510,510,52.8,010-139099
"1928 OLDE COVENTRY RD E, Columbus, OH, 43232",1928,OLDE COVENTRY RD E,,Columbus,OH,43232,39.9374924,-82.8592222,nearest parcel (within 53m) LANDUSE 510,510,53.5,010-127376
"5779 LUCINDA CT, Columbus, OH, 43232",5779,LUCINDA CT,,Columbus,OH,43232,39.9466854,-82.8435941,nearest parcel (within 16m) LANDUSE 550,550,15.7,010-183187
"1817 CHANNINGWAY CT E, Columbus, OH, 43232",1817,CHANNINGWAY CT E,,Columbus,OH,43232,39.941375,-82.8394793,nearest parcel (within 48m) LANDUSE 510,510,47.7,010-139368
"5335 YORKSHIRE VILLAGE LN, Columbus, OH, 43232",5335,YORKSHIRE VILLAGE LN,,Columbus,OH,43232,39.9450223,-82.8528647,nearest parcel (within 3m) LANDUSE 550,550,3.5,010-145289
"5828 HALLRIDGE CIR, Columbus, OH, 43232",5828,HALLRIDGE CIR,,Columbus,OH,43232,39.9476917,-82.8423207,nearest parcel (within 6m) LANDUSE 550,550,6.0,010-183243
"3844 RIVERCREEK BAY WAY, Columbus, OH, 43232",3844,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9248869,-82.8940444,nearest parcel (within 32m) LANDUSE 510,510,31.5,010-172940
"5768 HALLRIDGE CIR, Columbus, OH, 43232",5768,HALLRIDGE CIR,,Columbus,OH,43232,39.9481774,-82.8442527,nearest parcel (within 8m) LANDUSE 550,550,8.2,010-183165
"2510 KIMBERLY PKWY E UNIT 104, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 104,Columbus,OH,43232,39.9225089,-82.8845486,nearest parcel (within 36m) LANDUSE 552,552,36.0,010-191615
"1862 MISTY WAY, Columbus, OH, 43232",1862,MISTY WAY,,Columbus,OH,43232,39.9434282,-82.8382182,nearest parcel (within 2m) LANDUSE 550,550,2.0,550-196840
"2055 BAIRSFORD DR, Columbus, OH, 43232",2055,BAIRSFORD DR,,Columbus,OH,43232,39.9359211,-82.8462906,nearest parcel (within 47m) LANDUSE 520,520,47.3,010-144793
"1582 LONSDALE RD, Columbus, OH, 43232",1582,LONSDALE RD,,Columbus,OH,43232,39.9453854,-82.8495066,nearest parcel (within 48m) LANDUSE 510,510,47.6,010-127170
"4788 ROLLINGBROOK LN A, Columbus, OH, 43232",4788,ROLLINGBROOK LN,A,Columbus,OH,43232,39.9230569,-82.8636677,nearest parcel (within 47m) LANDUSE 510,510,46.8,010-133215
"5564 HIBERNIA DR, Columbus, OH, 43232",5564,HIBERNIA DR,,Columbus,OH,43232,39.9531334,-82.8513292,nearest parcel (within 17m) LANDUSE 511,511,17.4,010-129672
"1988 WOODCREST RD, Columbus, OH, 43232",1988,WOODCREST RD,,Columbus,OH,43232,39.9360928,-82.8584197,nearest parcel (within 41m) LANDUSE 510,510,41.1,010-127383
"2755 GLENBRIAR ST, Columbus, OH, 43232",2755,GLENBRIAR ST,,Columbus,OH,43232,39.9224071,-82.8486843,nearest parcel (within 23m) LANDUSE 510,510,22.8,010-159963
"5751 HALLRIDGE CIR, Columbus, OH, 43232",5751,HALLRIDGE CIR,,Columbus,OH,43232,39.9478827,-82.8445937,nearest parcel (within 4m) LANDUSE 550,550,4.2,010-183142
"3472 COURTRIGHT LN, Columbus, OH, 43232",3472,COURTRIGHT LN,,Columbus,OH,43232,39.9258427,-82.8995579,nearest parcel (within 7m) LANDUSE 510,510,6.5,010-149601
"1632 COPPERTREE RD, Columbus, OH, 43232",1632,COPPERTREE RD,,Columbus,OH,43232,39.9448682,-82.8539053,nearest parcel (within 7m) LANDUSE 550,550,7.3,010-186701
"3912 RIVERCREEK BAY WAY, Columbus, OH, 43232",3912,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247839,-82.8928315,nearest parcel (within 35m) LANDUSE 510,510,34.5,010-172946
"5906 HALLWORTH AVE A, Columbus, OH, 43232",5906,HALLWORTH AVE,A,Columbus,OH,43232,39.9461521,-82.8402623,nearest parcel (within 2m) LANDUSE 550,550,2.1,010-183291
"856 LITTLE BROOK WAY, Columbus, OH, 43232",856,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"812 LITTLE BROOK WAY, Columbus, OH, 43232",812,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"148 LITTLE BROOK WAY, Columbus, OH, 43232",148,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"2901 WHITLOW RD, Columbus, OH, 43232",2901,WHITLOW RD,,Columbus,OH,43232,39.9183504,-82.8520998,nearest parcel (within 33m) LANDUSE 510,510,32.9,010-161493
"1714 SUNAPPLE WAY, Columbus, OH, 43232",1714,SUNAPPLE WAY,,Columbus,OH,43232,39.9457107,-82.8428923,nearest parcel (within 16m) LANDUSE 550,550,16.4,010-186865
"3303 BRANFORD, Columbus, OH, 43232",3303,BRANFORD,,Columbus,OH,43232,39.9115151,-82.8459627,nearest parcel (within 20m) LANDUSE 510,510,19.7,010-264952
"5839 REDAPPLE RIDGE, Columbus, OH, 43232",5839,REDAPPLE RIDGE,,Columbus,OH,43232,39.9434721,-82.8433342,nearest parcel (within 6m) LANDUSE 551,551,5.7,010-186832
"3466 COURTRIGHT LN, Columbus, OH, 43232",3466,COURTRIGHT LN,,Columbus,OH,43232,39.9259137,-82.8998833,nearest parcel (within 19m) LANDUSE 510,510,18.6,010-149644
"3956 RIVERCREEK BAY WAY, Columbus, OH, 43232",3956,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247672,-82.8921005,nearest parcel (within 33m) LANDUSE 510,510,32.9,010-172948
"3936 LAUREL LN, Columbus, OH, 43232",3936,LAUREL LN,,Columbus,OH,43232,39.9228052,-82.8910162,nearest parcel (within 32m) LANDUSE 550,550,32.4,010-164952
"2 LITTLE BROOK WAY, Columbus, OH, 43232",2,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5894 LITTLE BROOK WAY, Columbus, OH, 43232",5894,LITTLE BROOK WAY,,Columbus,OH,43232,39.9455235,-82.8418658,nearest parcel (within 12m) LANDUSE 520,520,12.0,010-180571
"2248 SUNSHINE PL, Columbus, OH, 43232",2248,SUNSHINE PL,,Columbus,OH,43232,39.9271898,-82.8904902,nearest parcel (within 57m) LANDUSE 520,520,57.1,010-182211
"3465 COURTRIGHT LN, Columbus, OH, 43232",3465,COURTRIGHT LN,,Columbus,OH,43232,39.9255381,-82.8999157,nearest parcel (within 19m) LANDUSE 510,510,18.9,010-149641
"254 LITTLE BROOK WAY, Columbus, OH, 43232",254,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5560 HIBERNIA DR C, Columbus, OH, 43232",5560,HIBERNIA DR,C,Columbus,OH,43232,39.9530551,-82.8513607,nearest parcel (within 24m) LANDUSE 511,511,24.2,010-129672
"2460 COURTRIGHT RD, Columbus, OH, 43232",2460,COURTRIGHT RD,,Columbus,OH,43232,39.9224743,-82.8978147,nearest parcel (within 29m) LANDUSE 520,520,29.3,010-149950
"614 LITTLE BROOK WAY, Columbus, OH, 43232",614,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3607 REFUGEE RD, Columbus, OH, 43232",3607,REFUGEE RD,,Columbus,OH,43232,39.9142229,-82.9004842,nearest parcel (within 39m) LANDUSE 510,510,39.4,530-241077
"2947 WINCHESTER PIKE, Columbus, OH, 43232",2947,WINCHESTER PIKE,,Columbus,OH,43232,39.913249,-82.9111259,nearest parcel (within 20m) LANDUSE 510,510,19.6,530-148759
"18 LITTLE BROOK WAY, Columbus, OH, 43232",18,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"1859 BAIRSFORD DR, Columbus, OH, 43232",1859,BAIRSFORD DR,,Columbus,OH,43232,39.9401289,-82.8461323,nearest parcel (within 56m) LANDUSE 520,520,55.9,010-148343
"3913 KIMBERLY PKWY N, Columbus, OH, 43232",3913,KIMBERLY PKWY N,,Columbus,OH,43232,39.9232898,-82.8922419,nearest parcel (within 44m) LANDUSE 550,550,43.8,010-163793
"4818 LARAINE CT 203, Columbus, OH, 43232",4818,LARAINE CT,203,Columbus,OH,43232,39.9208493,-82.8630068,nearest parcel (within 38m) LANDUSE 510,510,37.8,530-139737
"5439 LONSDALE PL S, Columbus, OH, 43232",5439,LONSDALE PL S,,Columbus,OH,43232,39.9415276,-82.8492306,nearest parcel (within 43m) LANDUSE 520,520,43.3,010-127449
"2510 KIMBERLY PKWY E UNIT 309, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 309,Columbus,OH,43232,39.9227479,-82.8844617,nearest parcel (within 31m) LANDUSE 552,552,31.2,010-191619
"3478 COURTRIGHT LN, Columbus, OH, 43232",3478,COURTRIGHT LN,,Columbus,OH,43232,39.9258323,-82.8993724,nearest parcel (within 13m) LANDUSE 510,510,12.6,010-149601
"28 LITTLE BROOK WAY, Columbus, OH, 43232",28,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"828 LITTLE BROOK WAY, Columbus, OH, 43232",828,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"678 LITTLE BROOK WAY, Columbus, OH, 43232",678,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5439 LONSDALE PL S UNIT D, Columbus, OH, 43232",5439,LONSDALE PL S,UNIT D,Columbus,OH,43232,39.9415464,-82.8492914,nearest parcel (within 45m) LANDUSE 520,520,44.6,010-127449
"2685 NATALIA DR, Columbus, OH, 43232",2685,NATALIA DR,,Columbus,OH,43232,39.9185185,-82.888444,nearest parcel (within 27m) LANDUSE 510,510,26.7,010-282656
"5842 HALLRIDGE CIR B, Columbus, OH, 43232",5842,HALLRIDGE CIR,B,Columbus,OH,43232,39.9474211,-82.8420005,nearest parcel (within 10m) LANDUSE 550,550,10.0,010-183255
"5763 HALLRIDGE CIR, Columbus, OH, 43232",5763,HALLRIDGE CIR,,Columbus,OH,43232,39.9478649,-82.8441014,nearest parcel (within 13m) LANDUSE 550,550,13.4,010-183159
"554 LITTLE BROOK WAY, Columbus, OH, 43232",554,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5381 YORKSHIRE TERRACE DR 2B, Columbus, OH, 43232",5381,YORKSHIRE TERRACE DR,2B,Columbus,OH,43232,39.9446076,-82.8515215,nearest parcel (within 55m) LANDUSE 550,550,54.9,010-145306
"5352 YORKSHIRE VILLAGE LN, Columbus, OH, 43232",5352,YORKSHIRE VILLAGE LN,,Columbus,OH,43232,39.945265,-82.8524363,nearest parcel (within 8m) LANDUSE 550,550,8.1,010-145296
"4770 LARAINE CT 101, Columbus, OH, 43232",4770,LARAINE CT,101,Columbus,OH,43232,39.9205845,-82.8646092,nearest parcel (within 46m) LANDUSE 510,510,46.3,530-139772
"248 LITTLE BROOK WAY, Columbus, OH, 43232",248,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"286 LITTLE BROOK WAY, Columbus, OH, 43232",286,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3345 BRANFORD, Columbus, OH, 43232",3345,BRANFORD,,Columbus,OH,43232,39.9106776,-82.845891,nearest parcel (within 7m) LANDUSE 510,510,7.0,010-264958
"2138 RIVERDALE SQ W, Columbus, OH, 43232",2138,RIVERDALE SQ W,,Columbus,OH,43232,39.9284125,-82.9001371,nearest parcel (within 4m) LANDUSE 511,511,3.9,010-118559
"3687 MENDON PL, Columbus, OH, 43232",3687,MENDON PL,,Columbus,OH,43232,39.9272202,-82.8949098,nearest parcel (within 60m) LANDUSE 520,520,59.6,010-182195
"3669 LARKWELL WAY, Columbus, OH, 43232",3669,LARKWELL WAY,,Columbus,OH,43232,39.9099222,-82.9006934,nearest parcel (within 15m) LANDUSE 510,510,15.2,530-241095
"3189 ST BERNARD CIR, Columbus, OH, 43232",3189,ST BERNARD CIR,,Columbus,OH,43232,39.9125588,-82.8515342,nearest parcel (within 17m) LANDUSE 510,510,16.9,010-239755
"650 LITTLE BROOK WAY, Columbus, OH, 43232",650,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"656 LITTLE BROOK WAY, Columbus, OH, 43232",656,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"1531 CABORA LN, Columbus, OH, 43232",1531,CABORA LN,,Columbus,OH,43232,39.9466243,-82.8473702,nearest parcel (within 11m) LANDUSE 510,510,10.7,010-140547
"2193 FOXCROFT GREEN, Columbus, OH, 43232",2193,FOXCROFT GREEN,,Columbus,OH,43232,39.9319836,-82.8633464,nearest parcel (within 9m) LANDUSE 550,550,9.3,010-161615
"5115 BOTSFORD DR, Columbus, OH, 43232",5115,BOTSFORD DR,,Columbus,OH,43232,39.9293345,-82.8561618,nearest parcel (within 5m) LANDUSE 510,510,5.3,010-135994
"1872 MISTY WAY, Columbus, OH, 43232",1872,MISTY WAY,,Columbus,OH,43232,39.9431526,-82.8380364,nearest parcel (within 4m) LANDUSE 550,550,3.6,550-196845
"4818 LARAINE CT 201, Columbus, OH, 43232",4818,LARAINE CT,201,Columbus,OH,43232,39.9209014,-82.8630006,nearest parcel (within 39m) LANDUSE 510,510,38.9,530-139737
"124 LITTLE BROOK WAY, Columbus, OH, 43232",124,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3235 PAYDAY LN CATV, Columbus, OH, 43232",3235,PAYDAY LN,CATV,Columbus,OH,43232,39.9118442,-82.8453969,nearest parcel (within 26m) LANDUSE 510,510,25.8,010-254370
"1764 SUNAPPLE WAY, Columbus, OH, 43232",1764,SUNAPPLE WAY,,Columbus,OH,43232,39.9445071,-82.8433144,nearest parcel (within 14m) LANDUSE 551,551,13.5,010-186845
"2510 KIMBERLY PKWY E UNIT 205, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 205,Columbus,OH,43232,39.9226128,-82.8844554,nearest parcel (within 29m) LANDUSE 550,550,29.1,010-191617
"3675 MATHENA WAY, Columbus, OH, 43232",3675,MATHENA WAY,,Columbus,OH,43232,39.9121891,-82.9000648,nearest parcel (within 16m) LANDUSE 510,510,16.5,530-246838
"2334 SUNSHINE PL, Columbus, OH, 43232",2334,SUNSHINE PL,,Columbus,OH,43232,39.9260366,-82.8901109,nearest parcel (within 16m) LANDUSE 520,520,16.4,010-182215
"1810 NOE-BIXBY RD UNIT C, Columbus, OH, 43232",1810,NOE-BIXBY RD,UNIT C,Columbus,OH,43232,39.9395772,-82.860325,nearest parcel (within 52m) LANDUSE 510,510,51.5,010-127360
"3820 RIVERCREEK BAY WAY, Columbus, OH, 43232",3820,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9249623,-82.8944941,nearest parcel (within 22m) LANDUSE 510,510,21.9,010-172938
"5816 HALLRIDGE CIR, Columbus, OH, 43232",5816,HALLRIDGE CIR,,Columbus,OH,43232,39.947715,-82.8427917,nearest parcel (within 16m) LANDUSE 550,550,16.3,010-183237
"5358 YORKSHIRE VILLAGE LN, Columbus, OH, 43232",5358,YORKSHIRE VILLAGE LN,,Columbus,OH,43232,39.9452573,-82.8523059,nearest parcel (within 8m) LANDUSE 550,550,8.1,010-145298
"2023 BAIRSFORD DR 2J, Columbus, OH, 43232",2023,BAIRSFORD DR,2J,Columbus,OH,43232,39.9365689,-82.8466752,nearest parcel (within 58m) LANDUSE 520,520,57.8,010-144795
"3880 RIVERCREEK BAY WAY, Columbus, OH, 43232",3880,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9248455,-82.8932882,nearest parcel (within 30m) LANDUSE 510,510,30.0,010-172944
"3978 KIMBERLY PKWY N, Columbus, OH, 43232",3978,KIMBERLY PKWY N,,Columbus,OH,43232,39.9244982,-82.8907512,nearest parcel (within 54m) LANDUSE 520,520,54.4,010-182225
"4939 CARBONDALE PL, Columbus, OH, 43232",4939,CARBONDALE PL,,Columbus,OH,43232,39.9245229,-82.859528,nearest parcel (within 1m) LANDUSE 510,510,1.1,010-133138
"5863 E LIVINGSTON AVE, Columbus, OH, 43232",5863,E LIVINGSTON AVE,,Columbus,OH,43232,39.942386,-82.8383801,nearest parcel (within 37m) LANDUSE 520,520,37.0,010-139363
"534 LITTLE BROOK WAY, Columbus, OH, 43232",534,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"2232 WABASH CT W, Columbus, OH, 43232",2232,WABASH CT W,,Columbus,OH,43232,39.9257402,-82.9078338,nearest parcel (within 11m) LANDUSE 520,520,10.6,010-138342
"4826 LARAINE CT 104, Columbus, OH, 43232",4826,LARAINE CT,104,Columbus,OH,43232,39.9206197,-82.8629837,nearest parcel (within 35m) LANDUSE 510,510,34.8,530-139738
"2199 SUNSHINE PL, Columbus, OH, 43232",2199,SUNSHINE PL,,Columbus,OH,43232,39.9274192,-82.8912383,nearest parcel (within 42m) LANDUSE 520,520,42.2,010-182209
"250 LITTLE BROOK WAY, Columbus, OH, 43232",250,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3375 BRANFORD, Columbus, OH, 43232",3375,BRANFORD,,Columbus,OH,43232,39.9102226,-82.8460526,nearest parcel (within 14m) LANDUSE 510,510,13.8,010-264961
"3180 ELIM MANOR CT 224, Columbus, OH, 43232",3180,ELIM MANOR CT,224,Columbus,OH,43232,39.9243192,-82.9083247,nearest parcel (within 12m) LANDUSE 550,550,12.2,010-162944
"152 LITTLE BROOK WAY, Columbus, OH, 43232",152,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"778 LITTLE BROOK WAY, Columbus, OH, 43232",778,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5761 HALLRIDGE CIR, Columbus, OH, 43232",5761,HALLRIDGE CIR,,Columbus,OH,43232,39.9478728,-82.8441977,nearest parcel (within 14m) LANDUSE 550,550,13.7,010-183155
"1985 BAIRSFORD DR, Columbus, OH, 43232",1985,BAIRSFORD DR,,Columbus,OH,43232,39.9374745,-82.8467863,nearest parcel (within 52m) LANDUSE 520,520,51.8,010-148332
"3230 ST BERNARD CIR, Columbus, OH, 43232",3230,ST BERNARD CIR,,Columbus,OH,43232,39.9118108,-82.8510527,nearest parcel (within 6m) LANDUSE 510,510,5.7,010-249860
"3627 RIVERDALE SQ, Columbus, OH, 43232",3627,RIVERDALE SQ,,Columbus,OH,43232,39.9287177,-82.9001421,nearest parcel (within 33m) LANDUSE 511,511,32.8,010-118559
"5144 BOTSFORD DR, Columbus, OH, 43232",5144,BOTSFORD DR,,Columbus,OH,43232,39.9292877,-82.8550396,nearest parcel (within 11m) LANDUSE 510,510,10.7,010-136020
"5330 YORKSHIRE TERRACE DR A3, Columbus, OH, 43232",5330,YORKSHIRE TERRACE DR,A3,Columbus,OH,43232,39.9445662,-82.8526334,nearest parcel (within 30m) LANDUSE 550,550,30.0,010-145284
"2313 RANDY CT, Columbus, OH, 43232",2313,RANDY CT,,Columbus,OH,43232,39.9246303,-82.8982865,nearest parcel (within 10m) LANDUSE 520,520,10.4,010-149976
"2439 KIMBERLY PKWY N, Columbus, OH, 43232",2439,KIMBERLY PKWY N,,Columbus,OH,43232,39.9251331,-82.8888247,nearest parcel (within 58m) LANDUSE 520,520,57.8,010-182220
"594 LITTLE BROOK WAY, Columbus, OH, 43232",594,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"708 LITTLE BROOK WAY, Columbus, OH, 43232",708,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3485 COURTRIGHT LN, Columbus, OH, 43232",3485,COURTRIGHT LN,,Columbus,OH,43232,39.9252066,-82.8996058,nearest parcel (within 6m) LANDUSE 510,510,5.9,010-149605
"684 LITTLE BROOK WAY, Columbus, OH, 43232",684,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3365 BRANFORD, Columbus, OH, 43232",3365,BRANFORD,,Columbus,OH,43232,39.9104531,-82.8458974,nearest parcel (within 7m) LANDUSE 510,510,7.3,010-264959
"2253 SUNSHINE PL, Columbus, OH, 43232",2253,SUNSHINE PL,,Columbus,OH,43232,39.9269833,-82.8910611,nearest parcel (within 8m) LANDUSE 520,520,8.5,010-182210
"2939 WINCHESTER PIKE, Columbus, OH, 43232",2939,WINCHESTER PIKE,,Columbus,OH,43232,39.9134458,-82.9113445,nearest parcel (within 24m) LANDUSE 510,510,24.0,530-148742
"2019 BAIRSFORD DR, Columbus, OH, 43232",2019,BAIRSFORD DR,,Columbus,OH,43232,39.9370624,-82.846819,nearest parcel (within 57m) LANDUSE 520,520,57.2,010-144801
"3968 RIVERCREEK BAY WAY, Columbus, OH, 43232",3968,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247596,-82.8919008,nearest parcel (within 33m) LANDUSE 510,510,32.8,010-182229
"3270 PAYDAY LN, Columbus, OH, 43232",3270,PAYDAY LN,,Columbus,OH,43232,39.911035,-82.8447161,nearest parcel (within 5m) LANDUSE 510,510,4.6,010-264931
