tier,address,number,street,unit,city,state,zip,latitude,longitude,residential_proof,existence_proof,parcel_id,land_use_type,distance_m
A_parcel_address_match_and_census,"3177 THORNDYKE ST, Columbus, OH, 43232",3177,THORNDYKE ST,,Columbus,OH,43232,39.9141224,-82.8463954,auditor parcel 010-259307 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259307,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1362 IDLEWILD DR, Columbus, OH, 43232",1362,IDLEWILD DR,,Columbus,OH,43232,39.9496555,-82.8314267,auditor parcel 550-155942 (SINGLE_FAMILY),auditor parcel + census geocoder,550-155942,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2951 BLUE MOON DR, Columbus, OH, 43232",2951,BLUE MOON DR,,Columbus,OH,43232,39.9202488,-82.8401463,auditor parcel 010-233595 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233595,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3113 FOX CHAPLE DR, Columbus, OH, 43232",3113,FOX CHAPLE DR,,Columbus,OH,43232,39.9153766,-82.8441573,auditor parcel 010-233947 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233947,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3045 EASTHAVEN DR S, Columbus, OH, 43232",3045,EASTHAVEN DR S,,Columbus,OH,43232,39.9248582,-82.9114584,auditor parcel 010-138320 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138320,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3223 EASTHAVEN DR S, Columbus, OH, 43232",3223,EASTHAVEN DR S,,Columbus,OH,43232,39.9245701,-82.9068126,auditor parcel 010-255352 (SINGLE_FAMILY),auditor parcel + census geocoder,010-255352,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2992 REMINGTON RIDGE RD, Columbus, OH, 43232",2992,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9125076,-82.9016709,auditor parcel 530-238505 (SINGLE_FAMILY),auditor parcel + census geocoder,530-238505,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1829 RIVERDALE RD, Columbus, OH, 43232",1829,RIVERDALE RD,,Columbus,OH,43232,39.9403145,-82.8546025,auditor parcel 010-127595 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127595,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3110 BRIAR RIDGE RD, Columbus, OH, 43232",3110,BRIAR RIDGE RD,,Columbus,OH,43232,39.9095173,-82.9010761,auditor parcel 530-241127 (SINGLE_FAMILY),auditor parcel + census geocoder,530-241127,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5393 PALADIM RD, Columbus, OH, 43232",5393,PALADIM RD,,Columbus,OH,43232,39.9175194,-82.8495276,auditor parcel 010-161469 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161469,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5433 ARGO LN, Columbus, OH, 43232",5433,ARGO LN,,Columbus,OH,43232,39.9142626,-82.8509438,auditor parcel 010-161401 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161401,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1883 ALSACE RD, Columbus, OH, 43232",1883,ALSACE RD,,Columbus,OH,43232,39.9386128,-82.8545047,auditor parcel 010-127664 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127664,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5754 CORINNE CREEK DR, Columbus, OH, 43232",5754,CORINNE CREEK DR,,Columbus,OH,43232,39.9475319,-82.8443958,auditor parcel 010-183153 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183153,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"5664 MATUKA DR, Columbus, OH, 43232",5664,MATUKA DR,,Columbus,OH,43232,39.9122459,-82.8442309,auditor parcel 010-254385 (SINGLE_FAMILY),auditor parcel + census geocoder,010-254385,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3104 CROSSGATE RD, Columbus, OH, 43232",3104,CROSSGATE RD,,Columbus,OH,43232,39.9154656,-82.8447387,auditor parcel 010-233950 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233950,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5641 TEMPLAR ST, Columbus, OH, 43232",5641,TEMPLAR ST,,Columbus,OH,43232,39.9138805,-82.8443209,auditor parcel 010-259318 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259318,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2952 BLUE TOP DR, Columbus, OH, 43232",2952,BLUE TOP DR,,Columbus,OH,43232,39.9199954,-82.8375851,auditor parcel 010-231946 (SINGLE_FAMILY),auditor parcel + census geocoder,010-231946,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5027 CHINGFORD RD, Columbus, OH, 43232",5027,CHINGFORD RD,,Columbus,OH,43232,39.9185193,-82.8585664,auditor parcel 530-148329 (SINGLE_FAMILY),auditor parcel + census geocoder,530-148329,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5925 SARANAC DR, Columbus, OH, 43232",5925,SARANAC DR,,Columbus,OH,43232,39.9411628,-82.8359583,auditor parcel 010-139341 (TWO_FAMILY),auditor parcel + census geocoder,010-139341,TWO_FAMILY,
A_parcel_address_match_and_census,"2999 BLUE MOON DR, Columbus, OH, 43232",2999,BLUE MOON DR,,Columbus,OH,43232,39.9194303,-82.8402956,auditor parcel 010-233601 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233601,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2390 CARLFORD ST, Columbus, OH, 43232",2390,CARLFORD ST,,Columbus,OH,43232,39.9230161,-82.9025267,auditor parcel 010-154844 (SINGLE_FAMILY),auditor parcel + census geocoder,010-154844,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5684 TEMPLAR ST, Columbus, OH, 43232",5684,TEMPLAR ST,,Columbus,OH,43232,39.9141487,-82.8433654,auditor parcel 010-259276 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259276,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3132 EASTHAVEN DR S, Columbus, OH, 43232",3132,EASTHAVEN DR S,,Columbus,OH,43232,39.9251715,-82.9087416,auditor parcel 010-162966 (APARTMENT),auditor parcel + census geocoder,010-162966,APARTMENT,
A_parcel_address_match_and_census,"3712 PETZINGER RD, Columbus, OH, 43232",3712,PETZINGER RD,,Columbus,OH,43232,39.9271807,-82.8941748,auditor parcel 010-182199 (TWO_FAMILY),auditor parcel + census geocoder,010-182199,TWO_FAMILY,
A_parcel_address_match_and_census,"2843 WINSFORD CT, Columbus, OH, 43232",2843,WINSFORD CT,,Columbus,OH,43232,39.9192529,-82.8574757,auditor parcel 530-139895 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139895,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5446 MELLOWBROOK CT, Columbus, OH, 43232",5446,MELLOWBROOK CT,,Columbus,OH,43232,39.9238627,-82.8453517,auditor parcel 010-162676 (SINGLE_FAMILY),auditor parcel + census geocoder,010-162676,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1489 RIVERTON CT E, Columbus, OH, 43232",1489,RIVERTON CT E,,Columbus,OH,43232,39.9482058,-82.8401746,auditor parcel 010-144148 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144148,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5333 MENDON CT, Columbus, OH, 43232",5333,MENDON CT,,Columbus,OH,43232,39.916694,-82.8469292,auditor parcel 010-217378 (SINGLE_FAMILY),auditor parcel + census geocoder,010-217378,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2276 CARDSTON DR, Columbus, OH, 43232",2276,CARDSTON DR,,Columbus,OH,43232,39.9255849,-82.9003095,auditor parcel 010-149604 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149604,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3382 PETZINGER RD, Columbus, OH, 43232",3382,PETZINGER RD,,Columbus,OH,43232,39.9289503,-82.9028071,auditor parcel 010-118485 (SINGLE_FAMILY),auditor parcel + census geocoder,010-118485,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4979 MAJESTIC DR N, Columbus, OH, 43232",4979,MAJESTIC DR N,,Columbus,OH,43232,39.9311232,-82.8601505,auditor parcel 010-133341 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133341,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5236 JAMESON DR, Columbus, OH, 43232",5236,JAMESON DR,,Columbus,OH,43232,39.9270079,-82.8520993,auditor parcel 010-136076 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136076,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5619 DEFOREST DR, Columbus, OH, 43232",5619,DEFOREST DR,,Columbus,OH,43232,39.9075649,-82.8507354,auditor parcel 010-246362 (SINGLE_FAMILY),auditor parcel + census geocoder,010-246362,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1415 NOE-BIXBY RD, Columbus, OH, 43232",1415,NOE-BIXBY RD,,Columbus,OH,43232,39.9486097,-82.8530541,auditor parcel 010-134766 (SINGLE_FAMILY),auditor parcel + census geocoder,010-134766,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5886 MORRISSEY ST, Columbus, OH, 43232",5886,MORRISSEY ST,,Columbus,OH,43232,39.9140081,-82.8384936,auditor parcel 530-286112 (APARTMENT_4PLUS),auditor parcel + census geocoder,530-286112,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"4841 DOWNING DR, Columbus, OH, 43232",4841,DOWNING DR,,Columbus,OH,43232,39.922774,-82.8622608,auditor parcel 010-133220 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133220,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5055 LABELLE DR, Columbus, OH, 43232",5055,LABELLE DR,,Columbus,OH,43232,39.9268311,-82.8569869,auditor parcel 010-133045 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133045,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1659 MCNAUGHTEN RD, Columbus, OH, 43232",1659,MCNAUGHTEN RD,,Columbus,OH,43232,39.945149,-82.8396903,auditor parcel 010-183131 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183131,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"2373 WEYBURN RD, Columbus, OH, 43232",2373,WEYBURN RD,,Columbus,OH,43232,39.9235897,-82.9041523,auditor parcel 010-149986 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149986,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5100 HOLBROOK DR, Columbus, OH, 43232",5100,HOLBROOK DR,,Columbus,OH,43232,39.9225473,-82.8546973,auditor parcel 010-136243 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136243,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1471 DEVONHURST DR, Columbus, OH, 43232",1471,DEVONHURST DR,,Columbus,OH,43232,39.9475259,-82.8519465,auditor parcel 010-127235 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127235,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4826 NIELES EDGE DR, Columbus, OH, 43232",4826,NIELES EDGE DR,,Columbus,OH,43232,39.9123242,-82.8663658,auditor parcel 010-265778 (SINGLE_FAMILY),auditor parcel + census geocoder,010-265778,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5192 BAGLEY RD, Columbus, OH, 43232",5192,BAGLEY RD,,Columbus,OH,43232,39.9428207,-82.8564841,auditor parcel 010-134698 (SINGLE_FAMILY),auditor parcel + census geocoder,010-134698,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4920 REFUGEE RD, Columbus, OH, 43232",4920,REFUGEE RD,,Columbus,OH,43232,39.9220165,-82.8595221,auditor parcel 010-133251 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133251,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3375 REFUGEE RD, Columbus, OH, 43232",3375,REFUGEE RD,,Columbus,OH,43232,39.9156632,-82.9060492,auditor parcel 530-158208 (SINGLE_FAMILY),auditor parcel + census geocoder,530-158208,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5267 CARBONDALE DR, Columbus, OH, 43232",5267,CARBONDALE DR,,Columbus,OH,43232,39.9256168,-82.8509228,auditor parcel 010-144289 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144289,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2830 WINSFORD CT, Columbus, OH, 43232",2830,WINSFORD CT,,Columbus,OH,43232,39.9196446,-82.8568359,auditor parcel 530-139899 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139899,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2917 RAVENSWOOD CT, Columbus, OH, 43232",2917,RAVENSWOOD CT,,Columbus,OH,43232,39.9251147,-82.9147509,auditor parcel 010-138305 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138305,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1285 NOE-BIXBY RD, Columbus, OH, 43232",1285,NOE-BIXBY RD,,Columbus,OH,43232,39.9513857,-82.8528542,auditor parcel 010-134754 (SINGLE_FAMILY),auditor parcel + census geocoder,010-134754,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1777 ORLANDO RD, Columbus, OH, 43232",1777,ORLANDO RD,,Columbus,OH,43232,39.9409844,-82.8536894,auditor parcel 010-127601 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127601,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2010 WALNUT HILL PARK DR, Columbus, OH, 43232",2010,WALNUT HILL PARK DR,,Columbus,OH,43232,39.9373535,-82.8403512,auditor parcel 010-139382 (SINGLE_FAMILY),auditor parcel + census geocoder,010-139382,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4013 VERONIA LN, Columbus, OH, 43232",4013,VERONIA LN,,Columbus,OH,43232,39.9170311,-82.8879848,auditor parcel 010-282646 (SINGLE_FAMILY),auditor parcel + census geocoder,010-282646,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2251 CARDSTON CT, Columbus, OH, 43232",2251,CARDSTON CT,,Columbus,OH,43232,39.9260268,-82.9019593,auditor parcel 010-149627 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149627,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4972 MAJESTIC DR E, Columbus, OH, 43232",4972,MAJESTIC DR E,,Columbus,OH,43232,39.9309308,-82.8602315,auditor parcel 010-133339 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133339,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5332 IVYHURST DR, Columbus, OH, 43232",5332,IVYHURST DR,,Columbus,OH,43232,39.9413709,-82.8520437,auditor parcel 010-127459 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127459,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2125 KINGSHAVEN PL, Columbus, OH, 43232",2125,KINGSHAVEN PL,,Columbus,OH,43232,39.9280897,-82.9071594,auditor parcel 010-138410 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138410,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1899 STETSON RD, Columbus, OH, 43232",1899,STETSON RD,,Columbus,OH,43232,39.9386606,-82.851388,auditor parcel 010-127844 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127844,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5797 TEMPLAR ST, Columbus, OH, 43232",5797,TEMPLAR ST,,Columbus,OH,43232,39.9136341,-82.8406332,auditor parcel 010-253474 (SINGLE_FAMILY),auditor parcel + census geocoder,010-253474,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1736 NOE-BIXBY RD, Columbus, OH, 43232",1736,NOE-BIXBY RD,,Columbus,OH,43232,39.9411184,-82.8583656,auditor parcel 010-127487 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127487,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5040 LABELLE DR, Columbus, OH, 43232",5040,LABELLE DR,,Columbus,OH,43232,39.9270929,-82.8575552,auditor parcel 010-133000 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133000,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2274 NEW VILLAGE RD, Columbus, OH, 43232",2274,NEW VILLAGE RD,,Columbus,OH,43232,39.9254295,-82.9024266,auditor parcel 010-149667 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149667,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2084 EASTHAVEN DR, Columbus, OH, 43232",2084,EASTHAVEN DR,,Columbus,OH,43232,39.9286213,-82.9127696,auditor parcel 010-137268 (SINGLE_FAMILY),auditor parcel + census geocoder,010-137268,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1445 KNOLLWOOD DR E, Columbus, OH, 43232",1445,KNOLLWOOD DR E,,Columbus,OH,43232,39.9478222,-82.8474182,auditor parcel 010-140551 (SINGLE_FAMILY),auditor parcel + census geocoder,010-140551,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2726 BROWNFIELD RD, Columbus, OH, 43232",2726,BROWNFIELD RD,,Columbus,OH,43232,39.9226515,-82.8510861,auditor parcel 010-144269 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144269,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2724 GLENBRIAR ST, Columbus, OH, 43232",2724,GLENBRIAR ST,,Columbus,OH,43232,39.9231378,-82.8481898,auditor parcel 010-159983 (SINGLE_FAMILY),auditor parcel + census geocoder,010-159983,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1857 ORLANDO RD, Columbus, OH, 43232",1857,ORLANDO RD,,Columbus,OH,43232,39.9393648,-82.8545727,auditor parcel 010-127648 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127648,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2805 HAMPTON RD S, Columbus, OH, 43232",2805,HAMPTON RD S,,Columbus,OH,43232,39.913935,-82.912752,auditor parcel 530-148739 (SINGLE_FAMILY),auditor parcel + census geocoder,530-148739,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5200 MAPLERIDGE DR, Columbus, OH, 43232",5200,MAPLERIDGE DR,,Columbus,OH,43232,39.9368061,-82.8546274,auditor parcel 010-127685 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127685,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2268 CARDSTON CT, Columbus, OH, 43232",2268,CARDSTON CT,,Columbus,OH,43232,39.9256528,-82.9013368,auditor parcel 010-149637 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149637,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3161 THORNDYKE ST, Columbus, OH, 43232",3161,THORNDYKE ST,,Columbus,OH,43232,39.9144369,-82.8463079,auditor parcel 010-259305 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259305,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3433 BRIDGEMORE DR, Columbus, OH, 43232",3433,BRIDGEMORE DR,,Columbus,OH,43232,39.9268359,-82.9013614,auditor parcel 010-149651 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149651,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4874 FOXCROFT CT, Columbus, OH, 43232",4874,FOXCROFT CT,,Columbus,OH,43232,39.9324535,-82.8631955,auditor parcel 010-161628 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-161628,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"1476 RIVERTON CT E, Columbus, OH, 43232",1476,RIVERTON CT E,,Columbus,OH,43232,39.9486492,-82.8400521,auditor parcel 010-144145 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144145,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2795 RAPHAEL DR, Columbus, OH, 43232",2795,RAPHAEL DR,,Columbus,OH,43232,39.921796,-82.8450803,auditor parcel 010-226792 (SINGLE_FAMILY),auditor parcel + census geocoder,010-226792,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1856 WOODETTE RD, Columbus, OH, 43232",1856,WOODETTE RD,,Columbus,OH,43232,39.9397363,-82.8487794,auditor parcel 010-127437 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127437,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5313 IVYHURST DR, Columbus, OH, 43232",5313,IVYHURST DR,,Columbus,OH,43232,39.9408478,-82.8525475,auditor parcel 010-127790 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127790,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4991 LABELLE DR, Columbus, OH, 43232",4991,LABELLE DR,,Columbus,OH,43232,39.9260305,-82.8584661,auditor parcel 010-133053 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133053,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1835 WOODETTE RD, Columbus, OH, 43232",1835,WOODETTE RD,,Columbus,OH,43232,39.9402148,-82.8494059,auditor parcel 010-127719 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127719,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2120 GLENBROOK DR, Columbus, OH, 43232",2120,GLENBROOK DR,,Columbus,OH,43232,39.9282933,-82.9054419,auditor parcel 010-138445 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138445,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2340 WEYBURN RD, Columbus, OH, 43232",2340,WEYBURN RD,,Columbus,OH,43232,39.9239598,-82.9035198,auditor parcel 010-154792 (SINGLE_FAMILY),auditor parcel + census geocoder,010-154792,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1866 RIVERDALE RD, Columbus, OH, 43232",1866,RIVERDALE RD,,Columbus,OH,43232,39.9387777,-82.8562744,auditor parcel 010-127616 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127616,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3109 THORNDYKE ST, Columbus, OH, 43232",3109,THORNDYKE ST,,Columbus,OH,43232,39.9155007,-82.846312,auditor parcel 010-204883 (SINGLE_FAMILY),auditor parcel + census geocoder,010-204883,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1344 YORKTOWN RD, Columbus, OH, 43232",1344,YORKTOWN RD,,Columbus,OH,43232,39.9504901,-82.8484624,auditor parcel 010-127296 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127296,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4948 CARBONDALE DR, Columbus, OH, 43232",4948,CARBONDALE DR,,Columbus,OH,43232,39.9249866,-82.8596088,auditor parcel 010-133078 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133078,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5007 HOLBROOK DR, Columbus, OH, 43232",5007,HOLBROOK DR,,Columbus,OH,43232,39.9227964,-82.8576401,auditor parcel 010-136262 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136262,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1968 WOODCREST RD, Columbus, OH, 43232",1968,WOODCREST RD,,Columbus,OH,43232,39.9365341,-82.8583206,auditor parcel 010-127384 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127384,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2892 AMBER CT, Columbus, OH, 43232",2892,AMBER CT,,Columbus,OH,43232,39.9261506,-82.916055,auditor parcel 010-138283 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138283,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3442 BEAGLE BLVD, Columbus, OH, 43232",3442,BEAGLE BLVD,,Columbus,OH,43232,39.9078024,-82.8502661,auditor parcel 010-246364 (SINGLE_FAMILY),auditor parcel + census geocoder,010-246364,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3195 SAXON CT, Columbus, OH, 43232",3195,SAXON CT,,Columbus,OH,43232,39.911438,-82.910862,auditor parcel 530-148776 (SINGLE_FAMILY),auditor parcel + census geocoder,530-148776,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2879 BLUE MOON DR, Columbus, OH, 43232",2879,BLUE MOON DR,,Columbus,OH,43232,39.9214615,-82.8400113,auditor parcel 010-233586 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233586,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3266 BEAGLE BLVD, Columbus, OH, 43232",3266,BEAGLE BLVD,,Columbus,OH,43232,39.9108829,-82.8501319,auditor parcel 010-246386 (SINGLE_FAMILY),auditor parcel + census geocoder,010-246386,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1919 WALNUT HILL PARK DR, Columbus, OH, 43232",1919,WALNUT HILL PARK DR,,Columbus,OH,43232,39.9393137,-82.8412667,auditor parcel 010-139467 (SINGLE_FAMILY),auditor parcel + census geocoder,010-139467,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3488 OAKCREST RD, Columbus, OH, 43232",3488,OAKCREST RD,,Columbus,OH,43232,39.9249041,-82.8995176,auditor parcel 010-149978 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149978,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5874 ABERNATHY LN, Columbus, OH, 43232",5874,ABERNATHY LN,,Columbus,OH,43232,39.9147853,-82.8387131,auditor parcel 530-274030 (APARTMENT_4PLUS),auditor parcel + census geocoder,530-274030,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"5578 WORCESTER DR, Columbus, OH, 43232",5578,WORCESTER DR,,Columbus,OH,43232,39.9364109,-82.8444762,auditor parcel 010-144787 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144787,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3446 MARLIN DR, Columbus, OH, 43232",3446,MARLIN DR,,Columbus,OH,43232,39.9207164,-82.9046704,auditor parcel 010-172646 (SINGLE_FAMILY),auditor parcel + census geocoder,010-172646,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2568 MAYBURY RD, Columbus, OH, 43232",2568,MAYBURY RD,,Columbus,OH,43232,39.9258996,-82.853659,auditor parcel 010-136170 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136170,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5390 CENTNER LN, Columbus, OH, 43232",5390,CENTNER LN,,Columbus,OH,43232,39.9162493,-82.8505297,auditor parcel 010-161443 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161443,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4926 MAJESTIC DR E, Columbus, OH, 43232",4926,MAJESTIC DR E,,Columbus,OH,43232,39.9303152,-82.861323,auditor parcel 010-133270 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133270,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4912 WARMINSTER DR, Columbus, OH, 43232",4912,WARMINSTER DR,,Columbus,OH,43232,39.9190727,-82.8616211,auditor parcel 530-139872 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139872,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2943 BLUE MOON DR, Columbus, OH, 43232",2943,BLUE MOON DR,,Columbus,OH,43232,39.9203639,-82.8402039,auditor parcel 010-233594 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233594,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3337 BALFORD SQ S, Columbus, OH, 43232",3337,BALFORD SQ S,,Columbus,OH,43232,39.9266765,-82.9038279,auditor parcel 010-149456 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149456,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2297 MAJESTIC DR W, Columbus, OH, 43232",2297,MAJESTIC DR W,,Columbus,OH,43232,39.9299372,-82.8628543,auditor parcel 010-133306 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133306,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2433 DAILY RD, Columbus, OH, 43232",2433,DAILY RD,,Columbus,OH,43232,39.9273161,-82.8626695,auditor parcel 010-132874 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132874,SINGLE_FAMILY,
