number,street,unit,city,region,postcode,latitude,longitude,parcel_id,land_use_code,land_use_type,occupancy,owner_name,homestead,year_built,bedrooms,bathrooms,half_baths,rooms,air_conditioning,appraised_value,annual_tax,sale_price,sale_date,match_status
6363,CASADO DR,,COLUMBUS,OH,43213,39.9890715,-82.8332769,520-292369,510,SINGLE_FAMILY,LIKELY_OWNER,MBETAZI ASONGACHA,,2015,4,2,1,6,1,8800.00,6989.64,266574,09/18/2015,MATCHED
6368,CASADO DR,,COLUMBUS,OH,43213,39.9893615,-82.8331395,520-292381,510,SINGLE_FAMILY,LIKELY_OWNER,GREGORY ALEX,,2015,4,2,1,7,1,13200.00,7067.44,462500,07/09/2025,MATCHED
6373,CASADO DR,,COLUMBUS,OH,43213,39.9890938,-82.8330858,520-292368,510,SINGLE_FAMILY,LIKELY_OWNER,PALM MARY CATHERINE,,2014,3,2,1,8,1,9200.00,6386.46,229000,11/16/2016,MATCHED
6374,CASADO DR,,COLUMBUS,OH,43213,39.9893769,-82.832949,520-292382,510,SINGLE_FAMILY,LIKELY_OWNER,ELMI AMAL A,,2014,4,2,1,8,1,13400.00,6643.08,252300,09/04/2014,MATCHED
6381,CASADO DR,,COLUMBUS,OH,43213,39.9890969,-82.8328647,520-292367,510,SINGLE_FAMILY,OWNER_OCCUPIED,LINDSEY ROBERT,Y,2014,3,3,0,6,1,8800.00,5759.02,250000,05/21/2018,MATCHED
6382,CASADO DR,,COLUMBUS,OH,43213,39.9893423,-82.8326941,,,,,,,,,,,,,,,,,UNMATCHED
6387,CASADO DR,,COLUMBUS,OH,43213,39.9890937,-82.8326505,520-292366,510,SINGLE_FAMILY,LIKELY_RENTAL,STAR 2022-SFR3 BORROWER LP,,2014,3,2,1,8,1,11900.00,6233.72,0,04/26/2022,MATCHED
6147,CENPAC AVE,,COLUMBUS,OH,43213,39.9866534,-82.8378707,520-278172,510,SINGLE_FAMILY,LIKELY_RENTAL,SLAS PROPERTIES LLC,,2006,3,2,1,8,1,4400.00,5027.04,275000,09/16/2022,MATCHED
6151,CENPAC AVE,,COLUMBUS,OH,43213,39.9866594,-82.8377781,520-278171,510,SINGLE_FAMILY,LIKELY_RENTAL,BHALLA BEENA GARG,,2006,3,2,1,8,1,3500.00,5355.62,171500,06/09/2021,MATCHED
6153,CENPAC AVE,,COLUMBUS,OH,43213,39.9866651,-82.8377065,520-278170,510,SINGLE_FAMILY,LIKELY_RENTAL,LYTLE TAMARA K,,2006,2,2,1,6,1,2300.00,4961.86,171000,07/01/2019,MATCHED
6155,CENPAC AVE,,COLUMBUS,OH,43213,39.9866716,-82.8376452,520-278169,510,SINGLE_FAMILY,LIKELY_RENTAL,BHALLA BEENA,,2006,2,2,1,6,1,2300.00,4707.9,210000,02/08/2021,MATCHED
6157,CENPAC AVE,,COLUMBUS,OH,43213,39.9866766,-82.8375818,520-278168,510,SINGLE_FAMILY,LIKELY_RENTAL,BEENA PROPERTIES LLC,,2006,3,2,1,8,1,3500.00,5420.56,220000,12/09/2020,MATCHED
6161,CENPAC AVE,,COLUMBUS,OH,43213,39.9866855,-82.8374973,520-278167,510,SINGLE_FAMILY,LIKELY_OWNER,PUSCAS LAURA,,2006,3,2,1,8,1,5200.00,5412.48,174500,03/08/2017,MATCHED
6163,CENPAC AVE,CATV,COLUMBUS,OH,43213,39.9866003,-82.8373782,,,,,,,,,,,,,,,,,UNMATCHED
6165,CENPAC AVE,,COLUMBUS,OH,43213,39.9866992,-82.8373463,520-278166,510,SINGLE_FAMILY,LIKELY_OWNER,VEDENT PROPERTIES LLC,,2007,3,2,1,6,1,5200.00,5605.56,320000,07/03/2025,MATCHED
6169,CENPAC AVE,,COLUMBUS,OH,43213,39.9867079,-82.8372359,520-278165,510,SINGLE_FAMILY,LIKELY_OWNER,PEARCE ALEXANDER,,2007,3,2,1,6,1,3500.00,5745.4,300000,02/17/2022,MATCHED
6171,CENPAC AVE,,COLUMBUS,OH,43213,39.9867199,-82.837167,520-278164,510,SINGLE_FAMILY,LIKELY_OWNER,PURDHANI SUMEET TR,,2007,2,2,1,5,1,2300.00,5030.98,168700,01/22/2019,MATCHED
6173,CENPAC AVE,,COLUMBUS,OH,43213,39.986722,-82.8370967,520-278163,510,SINGLE_FAMILY,LIKELY_OWNER,CAESAR SUSANA,,2007,3,2,1,7,1,3500.00,5550.9,216690,07/24/2019,MATCHED
6177,CENPAC AVE,,COLUMBUS,OH,43213,39.9867307,-82.8369896,520-278162,510,SINGLE_FAMILY,LIKELY_OWNER,BHALLA RAJESH,,2007,3,2,1,6,1,5200.00,5630.8,262000,09/08/2021,MATCHED
6181,CENPAC AVE,,COLUMBUS,OH,43213,39.986795,-82.8368718,520-283704,510,SINGLE_FAMILY,LIKELY_OWNER,PATEL PRIT G,,2007,3,2,1,7,1,5200.00,5484.7,330000,07/18/2022,MATCHED
6185,CENPAC AVE,,COLUMBUS,OH,43213,39.9868081,-82.8367598,520-283703,510,SINGLE_FAMILY,LIKELY_RENTAL,HOLMES ASHLEY SAVAGE,,2007,3,2,1,7,1,3500.00,5646.36,239900,07/28/2020,MATCHED
6187,CENPAC AVE,,COLUMBUS,OH,43213,39.9868114,-82.8366915,520-283702,510,SINGLE_FAMILY,LIKELY_OWNER,SOLOMON WERKI A,,2007,2,2,1,6,1,2300.00,5016.92,151000,10/30/2015,MATCHED
6189,CENPAC AVE,,COLUMBUS,OH,43213,39.9868232,-82.8366198,520-283701,510,SINGLE_FAMILY,LIKELY_OWNER,GREEN JOCELYN,,2007,3,2,1,8,1,3500.00,5646.36,197891,12/06/2007,MATCHED
6193,CENPAC AVE,,COLUMBUS,OH,43213,39.9868385,-82.8365113,520-283700,510,SINGLE_FAMILY,LIKELY_OWNER,MARION TRINA,,2007,3,2,1,8,1,5200.00,5454.9,325000,06/17/2022,MATCHED
6197,CENPAC AVE,,COLUMBUS,OH,43213,39.986857,-82.8363898,520-283699,510,SINGLE_FAMILY,LIKELY_OWNER,KUMAR ANAND,,2007,3,2,1,8,1,5200.00,5161.88,193000,08/09/2017,MATCHED
6201,CENPAC AVE,,COLUMBUS,OH,43213,39.9868697,-82.8362853,520-283698,510,SINGLE_FAMILY,LIKELY_RENTAL,DAVIS CARLOS M,,2007,3,2,1,8,1,3500.00,5653.44,183755,01/02/2008,MATCHED
6203,CENPAC AVE,,COLUMBUS,OH,43213,39.9868792,-82.836209,520-283697,510,SINGLE_FAMILY,LIKELY_OWNER,CAPERS JANAY,,2007,2,2,1,6,1,2300.00,5009.86,245000,12/06/2021,MATCHED
6205,CENPAC AVE,,COLUMBUS,OH,43213,39.9868855,-82.8361568,520-283696,510,SINGLE_FAMILY,LIKELY_OWNER,COLE JORDAN,,2007,2,2,1,6,1,2300.00,5050.28,250000,06/22/2022,MATCHED
6207,CENPAC AVE,,COLUMBUS,OH,43213,39.9868888,-82.8360885,520-283695,510,SINGLE_FAMILY,LIKELY_OWNER,JALLOH MOHAMED A,,2007,3,2,1,8,1,3500.00,5945.16,335000,08/01/2023,MATCHED
6209,CENPAC AVE,,COLUMBUS,OH,43213,39.9868983,-82.8359961,520-283694,510,SINGLE_FAMILY,LIKELY_RENTAL,MEADE NIKKIA J,,2007,3,2,1,8,1,4400.00,5366.52,0,11/26/2018,MATCHED
4091,CHANDLER DR,,WHITEHALL,OH,43213,39.9675185,-82.8906176,090-002670,510,SINGLE_FAMILY,LIKELY_RENTAL,ML OHIO PROPERTIES LLC,,1958,3,1,0,6,1,122800.00,1879.32,107000,04/08/2024,MATCHED
4097,CHANDLER DR,,WHITEHALL,OH,43213,39.9674805,-82.8904225,090-002669,510,SINGLE_FAMILY,OWNER_OCCUPIED,STEELE CAROL,Y,1957,4,1,1,8,1,154700.00,1938.78,60700,12/28/2016,MATCHED
4103,CHANDLER DR,,WHITEHALL,OH,43213,39.9675069,-82.8902349,090-002668,510,SINGLE_FAMILY,LIKELY_OWNER,AHMED JAFAR,,1951,6,2,0,9,1,145700.00,2282.96,94000,07/13/2020,MATCHED
4109,CHANDLER DR,,WHITEHALL,OH,43213,39.9674998,-82.8900601,090-002667,510,SINGLE_FAMILY,LIKELY_OWNER,DEJULIUS CHRISTOPHER,,1957,4,1,0,7,1,149500.00,2287.62,204000,05/05/2022,MATCHED
4121,CHANDLER DR,,WHITEHALL,OH,43213,39.9674724,-82.8897112,090-002665,510,SINGLE_FAMILY,LIKELY_OWNER,AVE PAMELA,,1957,2,1,0,4,1,156700.00,2397.8,85000,12/14/2017,MATCHED
4130,CHANDLER DR,,WHITEHALL,OH,43213,39.9678316,-82.889686,090-002611,510,SINGLE_FAMILY,LIKELY_OWNER,GASTON RONALD A,,1958,3,1,1,7,1,218600.00,3345.1,119900,04/06/2006,MATCHED
4133,CHANDLER DR,,WHITEHALL,OH,43213,39.9674506,-82.8893146,090-002663,510,SINGLE_FAMILY,OWNER_OCCUPIED,WEST SHARON K,Y,1957,3,1,0,6,1,174200.00,2237.36,0,08/23/2019,MATCHED
4136,CHANDLER DR,,WHITEHALL,OH,43213,39.9678143,-82.8894174,090-002612,510,SINGLE_FAMILY,LIKELY_OWNER,ARIAS JOSE N,,1958,3,1,0,5,1,178000.00,2723.5,93000,08/01/2005,MATCHED
4142,CHANDLER DR,,WHITEHALL,OH,43213,39.9678073,-82.8892162,090-002613,510,SINGLE_FAMILY,LIKELY_RENTAL,KLEAABBY LLC,,1958,3,1,0,7,1,204600.00,3205.56,0,12/29/2023,MATCHED
4145,CHANDLER DR,,WHITEHALL,OH,43213,39.9674285,-82.8889889,090-002661,510,SINGLE_FAMILY,LIKELY_OWNER,LONG JOHN C,,1955,4,2,0,7,1,162000.00,2479.12,0,03/26/2010,MATCHED
4148,CHANDLER DR,,WHITEHALL,OH,43213,39.967795,-82.8890346,090-002614,510,SINGLE_FAMILY,LIKELY_RENTAL,INTEGRITY HOME RENTALS II LLC,,1958,3,1,1,6,1,186200.00,2917.28,35300,06/26/2015,MATCHED
4154,CHANDLER DR,,WHITEHALL,OH,43213,39.9677828,-82.8888433,090-002615,510,SINGLE_FAMILY,LIKELY_RENTAL,PERDOMO ELIZABEL VICENTE,,1958,3,2,0,5,1,194200.00,2971.34,212500,07/05/2022,MATCHED
4157,CHANDLER DR,,WHITEHALL,OH,43213,39.9673778,-82.888643,090-002659,510,SINGLE_FAMILY,LIKELY_OWNER,HUDNALL SHARON M,,1954,4,1,0,6,1,150800.00,2307.74,0,10/10/2003,MATCHED
4166,CHANDLER DR,,WHITEHALL,OH,43213,39.967771,-82.8884641,090-002617,510,SINGLE_FAMILY,LIKELY_OWNER,SESAY KASHEENA,,1958,3,1,1,6,1,177100.00,2709.94,103000,06/21/2018,MATCHED
4172,CHANDLER DR,,WHITEHALL,OH,43213,39.9677486,-82.8882187,090-002618,510,SINGLE_FAMILY,OWNER_OCCUPIED,FETCH JON T,Y,1958,3,2,0,5,1,187500.00,2440.62,68900,09/18/1989,MATCHED
4173,CHANDLER DR,,WHITEHALL,OH,43213,39.9674121,-82.8884621,090-002658,510,SINGLE_FAMILY,LIKELY_OWNER,MUNCY WILLIAM J SR,,1957,4,1,0,8,1,175100.00,2679.32,74000,11/19/1998,MATCHED
4178,CHANDLER DR,,WHITEHALL,OH,43213,39.967734,-82.8879836,090-002620,510,SINGLE_FAMILY,LIKELY_OWNER,STRICKLAND EDWARD J,,1958,3,1,0,5,1,162200.00,2481.74,86000,09/05/2008,MATCHED
4179,CHANDLER DR,,WHITEHALL,OH,43213,39.9673688,-82.8882772,090-002657,510,SINGLE_FAMILY,LIKELY_OWNER,ROHM GARY A,,1957,3,1,0,6,1,150400.00,2356.82,30000,06/17/1997,MATCHED
4185,CHANDLER DR,,WHITEHALL,OH,43213,39.9673901,-82.8880959,090-002656,510,SINGLE_FAMILY,LIKELY_OWNER,SCOTT CARRIE CAMILLE,,1959,3,1,0,5,1,127900.00,1957.16,98000,08/23/2021,MATCHED
4190,CHANDLER DR,,WHITEHALL,OH,43213,39.9677241,-82.8878092,090-002621,510,SINGLE_FAMILY,LIKELY_OWNER,BERRIDGE TIMOTHY R,,1958,3,2,0,6,1,182900.00,2798.66,0,10/03/2005,MATCHED
4191,CHANDLER DR,,WHITEHALL,OH,43213,39.9673622,-82.8879244,090-002655,510,SINGLE_FAMILY,LIKELY_OWNER,CONKLE KEVIN R,,1958,3,1,0,6,1,148000.00,2264.9,85000,03/31/2014,MATCHED
4197,CHANDLER DR,,WHITEHALL,OH,43213,39.9673628,-82.88773,090-002654,510,SINGLE_FAMILY,LIKELY_RENTAL,4197 CHANDLER LLC,,1958,3,1,0,5,1,140100.00,2195.22,55000,12/20/2011,MATCHED
4198,CHANDLER DR,,WHITEHALL,OH,43213,39.9677196,-82.8876076,090-002622,510,SINGLE_FAMILY,LIKELY_OWNER,AKELOM SELAMAWIT D,,1958,3,2,0,6,1,183800.00,2812.68,0,06/14/2018,MATCHED
4203,CHANDLER DR,,WHITEHALL,OH,43213,39.9673144,-82.8875317,090-002653,510,SINGLE_FAMILY,LIKELY_OWNER,MOFFATT SONIA K,,1957,4,2,0,7,1,163000.00,2494.4,78750,10/13/2004,MATCHED
4204,CHANDLER DR,,WHITEHALL,OH,43213,39.96771,-82.8873863,090-002623,510,SINGLE_FAMILY,LIKELY_OWNER,LEE WAI Y,,1958,3,2,0,5,1,173500.00,2718.54,85000,10/26/2001,MATCHED
4209,CHANDLER DR,,WHITEHALL,OH,43213,39.9673463,-82.8872799,090-002652,510,SINGLE_FAMILY,LIKELY_OWNER,MCGRAPTH SHAWN A SR,,1957,4,2,0,7,1,184700.00,2826.2,146900,06/13/2019,MATCHED
4212,CHANDLER DR,,WHITEHALL,OH,43213,39.9677081,-82.8871883,090-002624,510,SINGLE_FAMILY,LIKELY_OWNER,LAGREE JALAINA,,1958,3,3,0,7,1,185700.00,2841.5,240000,04/17/2023,MATCHED
4294,CHANDLER DR,APT C,WHITEHALL,OH,43213,39.9673247,-82.8858215,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,APT D,WHITEHALL,OH,43213,39.96725,-82.8857774,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,APT A,WHITEHALL,OH,43213,39.9672675,-82.8859385,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,APT B,WHITEHALL,OH,43213,39.9673271,-82.8858719,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,C APT,COLUMBUS,OH,43213,39.9673307,-82.8858245,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,D APT,COLUMBUS,OH,43213,39.967256,-82.8857804,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,A APT,COLUMBUS,OH,43213,39.9672735,-82.8859415,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4294,CHANDLER DR,B APT,COLUMBUS,OH,43213,39.9673331,-82.8858749,090-005316,401,COMMERCIAL,LIKELY_RENTAL,CITY ONE LLC,,,0,0,0,0,0,175000.00,13530.86,292000,11/24/2017,MATCHED
4314,CHANDLER DR,,WHITEHALL,OH,43213,39.9671465,-82.8849759,090-005950,510,SINGLE_FAMILY,LIKELY_OWNER,PENN MORGAN R,,1955,3,2,0,7,1,94300.00,3127.82,170000,08/10/2021,MATCHED
4315,CHANDLER DR,,WHITEHALL,OH,43213,39.9668221,-82.8850436,090-005947,510,SINGLE_FAMILY,LIKELY_OWNER,KARST EDNA E,,1954,3,2,0,5,1,91500.00,2922.84,105000,10/25/2017,MATCHED
4324,CHANDLER DR,,WHITEHALL,OH,43213,39.967158,-82.8845933,090-005951,510,SINGLE_FAMILY,LIKELY_OWNER,WHEELER RICHARD T,,1955,3,1,0,6,1,175700.00,2688.5,89900,06/04/2004,MATCHED
4329,CHANDLER DR,,WHITEHALL,OH,43213,39.9668209,-82.8845803,090-005946,510,SINGLE_FAMILY,LIKELY_RENTAL,IHR BORROWER II LLC,,1954,3,1,0,5,1,159300.00,2496.04,0,08/11/2014,MATCHED
4334,CHANDLER DR,,WHITEHALL,OH,43213,39.9671847,-82.8843517,090-005952,510,SINGLE_FAMILY,LIKELY_OWNER,HAILEYESUS LULIT,,1955,3,1,0,6,1,181200.00,2772.44,0,06/30/2022,MATCHED
4363,CHANDLER DR,,WHITEHALL,OH,43213,39.9669713,-82.8836044,090-005991,510,SINGLE_FAMILY,LIKELY_RENTAL,BAF ASSETS 4 LLC,,1955,3,1,0,6,1,162200.00,2541.7,0,03/28/2022,MATCHED
4372,CHANDLER DR,,WHITEHALL,OH,43213,39.9673229,-82.8834779,090-005988,510,SINGLE_FAMILY,OWNER_OCCUPIED,SOUTHALL ELIZABETH A TTEE,Y,1955,3,1,0,6,1,177100.00,2217.2,0,05/13/2025,MATCHED
4373,CHANDLER DR,,WHITEHALL,OH,43213,39.9670134,-82.8833665,090-005992,510,SINGLE_FAMILY,LIKELY_OWNER,LEIST MICHELLE,,1955,3,1,0,7,1,178800.00,2735.72,0,04/11/2024,MATCHED
4381,CHANDLER DR,,WHITEHALL,OH,43213,39.9670193,-82.8831413,090-005993,510,SINGLE_FAMILY,LIKELY_OWNER,HICKS CHARIE M,,1955,3,1,0,5,1,155700.00,2382.5,78000,07/20/2017,MATCHED
4382,CHANDLER DR,,WHITEHALL,OH,43213,39.9673395,-82.8831864,090-005987,510,SINGLE_FAMILY,LIKELY_OWNER,FRIEND ANGELA K,,1955,3,1,0,6,1,172400.00,2637.8,94000,04/28/2008,MATCHED
4389,CHANDLER DR,,WHITEHALL,OH,43213,39.9670046,-82.8829232,090-005994,510,SINGLE_FAMILY,LIKELY_OWNER,SIMS DOMINIQUE,,1955,3,2,0,5,1,168100.00,2572.22,100000,08/30/2018,MATCHED
4390,CHANDLER DR,,WHITEHALL,OH,43213,39.9673195,-82.8829611,090-005986,510,SINGLE_FAMILY,UNKNOWN,MALESZEWSKI EDWARD H,,1955,3,1,0,5,1,137400.00,2102.3,47000,01/16/1992,MATCHED
4397,CHANDLER DR,,WHITEHALL,OH,43213,39.9669847,-82.8827184,090-005995,510,SINGLE_FAMILY,LIKELY_OWNER,PETERSON JERALINEA M,,1955,3,2,0,5,1,185100.00,2832.32,61000,03/08/2016,MATCHED
4398,CHANDLER DR,,WHITEHALL,OH,43213,39.9673073,-82.8827563,090-005985,510,SINGLE_FAMILY,LIKELY_RENTAL,BST WHITEHALL PROPERTIES LLC,,1955,3,1,0,6,1,177200.00,2776.26,0,03/30/2018,MATCHED
4406,CHANDLER DR,,WHITEHALL,OH,43213,39.9673259,-82.8825619,090-005984,510,SINGLE_FAMILY,LIKELY_RENTAL,RENTAL 4 YOU PROPERTIES LLC,,1955,3,1,0,5,1,131900.00,2066.76,45000,11/15/2017,MATCHED
4413,CHANDLER DR,,WHITEHALL,OH,43213,39.9670015,-82.8822854,090-005997,510,SINGLE_FAMILY,OWNER_OCCUPIED,DINKINS WILLIAM L,Y,1955,2,1,0,5,1,145500.00,1798.02,18000,06/01/1972,MATCHED
4414,CHANDLER DR,,WHITEHALL,OH,43213,39.9673241,-82.88233,090-005983,510,SINGLE_FAMILY,LIKELY_RENTAL,CILL MHUIRE INC,,1955,3,1,0,5,1,148100.00,2320.56,0,09/23/2014,MATCHED
4421,CHANDLER DR,,WHITEHALL,OH,43213,39.966979,-82.8820771,090-005998,510,SINGLE_FAMILY,LIKELY_RENTAL,STANIN CAPITAL IV LLC,,1955,3,1,0,5,1,135600.00,2124.52,0,06/19/2013,MATCHED
4422,CHANDLER DR,,WHITEHALL,OH,43213,39.9673222,-82.8821423,090-005982,510,SINGLE_FAMILY,LIKELY_RENTAL,STANIN CAPITAL IV LLC,,1955,3,1,0,6,1,137600.00,2155.84,0,06/19/2013,MATCHED
4429,CHANDLER DR,,WHITEHALL,OH,43213,39.9669513,-82.8818521,090-005999,510,SINGLE_FAMILY,OWNER_OCCUPIED,MALONE ROGER D,Y,1955,3,1,0,6,1,149400.00,1857.46,0,09/22/1975,MATCHED
4430,CHANDLER DR,,WHITEHALL,OH,43213,39.9673152,-82.8819108,090-005981,510,SINGLE_FAMILY,LIKELY_RENTAL,HEINMILLER MARK A,,1955,3,1,0,5,1,179100.00,2806.26,100000,11/05/2020,MATCHED
4437,CHANDLER DR,,WHITEHALL,OH,43213,39.966965,-82.8816074,090-006000,510,SINGLE_FAMILY,OWNER_OCCUPIED,BARNHART DAVID J,Y,1954,3,1,0,5,1,158900.00,2003.04,75900,08/25/2000,MATCHED
4438,CHANDLER DR,,WHITEHALL,OH,43213,39.9673004,-82.8817122,090-005980,510,SINGLE_FAMILY,LIKELY_OWNER,MULLINS RUTH,,1955,3,1,0,6,1,143800.00,2200.2,145000,09/09/2024,MATCHED
4464,CHANDLER DR,,WHITEHALL,OH,43213,39.9672927,-82.880917,090-006068,510,SINGLE_FAMILY,LIKELY_OWNER,WHALEY TANIKA SHELBREA,,1957,3,2,0,6,1,210600.00,3222.72,158000,01/19/2021,MATCHED
4465,CHANDLER DR,,WHITEHALL,OH,43213,39.9669417,-82.8808447,090-006053,510,SINGLE_FAMILY,LIKELY_RENTAL,LONGSTRETH CRAIG,,1955,3,1,0,5,1,188400.00,2951.74,65500,03/22/2005,MATCHED
4481,CHANDLER DR,,WHITEHALL,OH,43213,39.9668987,-82.8805621,090-006054,510,SINGLE_FAMILY,LIKELY_OWNER,JAITEH ISATOU,,1955,3,1,1,6,1,184200.00,2818.76,109900,01/31/2019,MATCHED
4482,CHANDLER DR,,WHITEHALL,OH,43213,39.9672245,-82.8803931,090-006110,510,SINGLE_FAMILY,LIKELY_RENTAL,BAF ASSETS 5 LLC,,1955,3,2,0,5,1,249200.00,3904.78,0,09/20/2022,MATCHED
4492,CHANDLER DR,,WHITEHALL,OH,43213,39.9671709,-82.8802247,090-006109,510,SINGLE_FAMILY,LIKELY_OWNER,HENRY MARY M,,1952,4,2,0,7,1,224100.00,3429.04,0,05/27/2003,MATCHED
6252,CHERRY CREST LN,,COLUMBUS,OH,43213,39.98231,-82.8351491,,,,,,,,,,,,,,,,,UNMATCHED
6253,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9821939,-82.8351281,,,,,,,,,,,,,,,,,UNMATCHED
6256,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9824696,-82.8352226,,,,,,,,,,,,,,,,,UNMATCHED
6257,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9820308,-82.8351488,,,,,,,,,,,,,,,,,UNMATCHED
6260,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9824653,-82.8349956,,,,,,,,,,,,,,,,,UNMATCHED
6261,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9820627,-82.8349369,,,,,,,,,,,,,,,,,UNMATCHED
6264,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9825244,-82.8347956,,,,,,,,,,,,,,,,,UNMATCHED
6265,CHERRY CREST LN,,COLUMBUS,OH,43213,39.9820451,-82.8347248,,,,,,,,,,,,,,,,,UNMATCHED
6016,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9596882,-82.8375318,010-129723,510,SINGLE_FAMILY,OWNER_OCCUPIED,SICKLES JERIE L,Y,1965,2,2,0,6,1,313700.00,4496.34,0,01/31/2025,MATCHED
6040,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9596489,-82.8368824,010-129724,510,SINGLE_FAMILY,LIKELY_OWNER,OGLESBY FIELDS DANA SHARIE,,1966,4,2,1,8,1,338500.00,5317.32,450000,10/15/2024,MATCHED
6064,CHERRY HILL DR,,COLUMBUS,OH,43213,39.959719,-82.8363726,010-129725,510,SINGLE_FAMILY,LIKELY_OWNER,CAMPBELL JENNIFER J,,1983,3,2,1,7,1,391900.00,6156.1,290900,04/10/2018,MATCHED
6067,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9591547,-82.8359561,010-132152,510,SINGLE_FAMILY,LIKELY_RENTAL,GARDNER WILLIAM L III,,1968,4,2,1,8,1,321300.00,5047.16,174900,08/04/2015,MATCHED
6081,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9593342,-82.8355931,010-132151,510,SINGLE_FAMILY,OWNER_OCCUPIED,DANG KEVIN,Y,1966,4,2,1,8,1,285700.00,4048.14,336000,04/04/2025,MATCHED
6088,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9600027,-82.8360565,010-129726,510,SINGLE_FAMILY,LIKELY_OWNER,STAMMLER DOUGLAS A TR,,1959,3,3,0,7,1,363900.00,5716.3,0,10/20/2016,MATCHED
6091,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9595106,-82.8353264,010-132150,510,SINGLE_FAMILY,OWNER_OCCUPIED,HEILMAN ALLEN C TTEE (ALLEN C HEILMAN TRUST),Y,1965,4,2,1,9,1,335400.00,4828.58,0,05/01/2025,MATCHED
6100,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9602889,-82.835801,010-129727,510,SINGLE_FAMILY,LIKELY_OWNER,OLIVER BETH ANN,,1962,4,2,1,8,1,332100.00,5216.78,0,03/25/2019,MATCHED
6108,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9604549,-82.8353595,010-129728,510,SINGLE_FAMILY,LIKELY_OWNER,POUNDS DEBORAH,,1972,3,2,2,8,1,418300.00,6570.8,355000,08/01/2018,MATCHED
6109,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9596982,-82.8349955,010-132149,510,SINGLE_FAMILY,LIKELY_OWNER,JAYSURA MARILYN A,,1968,4,2,1,8,1,294600.00,4627.98,0,06/17/2025,MATCHED
6120,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9604782,-82.8348851,010-148243,510,SINGLE_FAMILY,LIKELY_OWNER,NEWSOME ADRIAN J,,1976,4,3,1,7,1,344100.00,5405.28,295000,12/04/2018,MATCHED
6127,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9597819,-82.8345357,010-132148,510,SINGLE_FAMILY,LIKELY_OWNER,LOMBRANA CHERIE,,1966,3,2,1,8,1,295600.00,4643.22,360000,08/23/2023,MATCHED
6140,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9603999,-82.8344138,010-148244,510,SINGLE_FAMILY,OWNER_OCCUPIED,REINCKE DENNIS A TTEE,Y,1987,3,3,0,6,1,321200.00,5045.34,370000,11/03/2023,MATCHED
6141,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9598489,-82.8341436,010-132147,510,SINGLE_FAMILY,LIKELY_OWNER,KARST PATTI A,,1965,4,3,0,8,1,288900.00,4538.2,193000,11/09/2015,MATCHED
6153,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9599213,-82.8338015,010-132146,510,SINGLE_FAMILY,LIKELY_OWNER,MCGUFFIN LINDA,,1964,5,2,1,8,1,357800.00,5620.7,229000,04/21/2022,MATCHED
6160,CHERRY HILL DR,,COLUMBUS,OH,43213,39.9605877,-82.8340152,010-129731,510,SINGLE_FAMILY,LIKELY_RENTAL,DRUMMOND SCOTT T,,1959,3,2,1,7,1,358800.00,5635.96,220000,08/07/2017,MATCHED
