number,street,unit,city,region,postcode
1387,GOLDMILL WAY,,Columbus,OH,43204
2650,FISHER RD,,Columbus,OH,43204
588,ATHENS AVE,,Columbus,OH,43204
2057,DUBLIN RD,,Columbus,OH,43204
661,N HAGUE AVE,,Columbus,OH,43204
3641,INTERCHANGE RD,,Columbus,OH,43204
186,N CHASE AVE,,Columbus,OH,43204
572,S RICHARDSON AVE,,Columbus,OH,43204
130,N HALDY AVE,,Columbus,OH,43204
2308,HARDESTY CT,,Columbus,OH,43204
3048,W MOUND ST,,Columbus,OH,43204
148,S POWELL AVE,A,Columbus,OH,43204
3948,BUSINESS PARK DR,,Columbus,OH,43204
253,N HARRIS AVE,,Columbus,OH,43204
188,N WILSON RD,,Columbus,OH,43204
1319,CASCADE CT,,Columbus,OH,43204
572,S OAKLEY AVE,,Columbus,OH,43204
650,CHESTERSHIRE RD,,Columbus,OH,43204
1335,BELLFLOWER AVE,,Columbus,OH,43204
3248,BRIGGS RD,,Columbus,OH,43204
1471,BROOKFOREST DR,,Columbus,OH,43204
28,N WARREN AVE,,Columbus,OH,43204
2788,OTTIS CT,UNIT C,Columbus,OH,43204
325,S POWELL AVE,,Columbus,OH,43204
158,RANELLE DR,,Columbus,OH,43204
1211,LAKE SHORE DR,UNIT B,Columbus,OH,43204
996,S RICHARDSON AVE,,Columbus,OH,43204
894,KINGSFORD RD,,Columbus,OH,43204
2897,LONGFIELD RD,,Columbus,OH,43204
202,S SYLVAN AVE,,Columbus,OH,43204
730,KINGSFORD RD,,Columbus,OH,43204
521,WESTMOOR PL,,Columbus,OH,43204
298,N OGDEN AVE,,Columbus,OH,43204
3237,MCKINLEY AVE,39,Columbus,OH,43204
3779,INTERCHANGE RD,,Columbus,OH,43204
1850,QUARRY VIEW,,Columbus,OH,43204
1172,N HAGUE AVE,,Columbus,OH,43204
109,DERRER HEIGHT LN,,Columbus,OH,43204
1479,CLIFF CT,C,Columbus,OH,43204
105,DERRER DEN LN,,Columbus,OH,43204
304,N BURGESS AVE,,Columbus,OH,43204
632,BINNS BLVD,,Columbus,OH,43204
2596,SPAATZ AVE,,Columbus,OH,43204
3284,MEDOMA DR,,Columbus,OH,43204
146,S ROYS AVE,,Columbus,OH,43204
212,N POWELL AVE,,Columbus,OH,43204
2960,WICKLOW RD,,Columbus,OH,43204
382,S CHASE AVE,A,Columbus,OH,43204
2768,QUARRY LAKE DR,,Columbus,OH,43204
1142,ONSLOW DR,,Columbus,OH,43204
3208,WESTMILLS DR,,Columbus,OH,43204
131,N BURGESS AVE,,Columbus,OH,43204
1206,ONSLOW DR,,Columbus,OH,43204
2154,QUARRY VALLEY RD,,Columbus,OH,43204
47,N HAGUE AVE,,Columbus,OH,43204
228,S ALGONQUIN AVE,,Columbus,OH,43204
3237,MCKINLEY AVE,42,Columbus,OH,43204
3930,POPLAR BEND DR,,Columbus,OH,43204
1503,RUNAWAY BAY DR,CN 3B,Columbus,OH,43204
1041,HARDESTY PL E,,Columbus,OH,43204
1336,BELLFLOWER AVE,,Columbus,OH,43204
1203,LAKE SHORE DR,,Columbus,OH,43204
760,BINNS BLVD,,Columbus,OH,43204
2825,VANDERBERG AVE,,Columbus,OH,43204
447,S RICHARDSON AVE,,Columbus,OH,43204
3503,FREMONT RD,,Columbus,OH,43204
444,S RICHARDSON AVE,,Columbus,OH,43204
1909,LAKE SHORE DR,,Columbus,OH,43204
92,S ALGONQUIN AVE,,Columbus,OH,43204
1448,RUNAWAY BAY DR,CN 2D,Columbus,OH,43204
353,S ALGONQUIN AVE,,Columbus,OH,43204
1368,RUNAWAY BAY DR,CN 2D,Columbus,OH,43204
1311,CASCADE CT,,Columbus,OH,43204
809,WILTSHIRE RD,,Columbus,OH,43204
815,GLADSTONE AVE,,Columbus,OH,43204
3021,LA VISTA DR,,Columbus,OH,43204
275,N SYLVAN AVE,,Columbus,OH,43204
2876,LA VISTA DR,,Columbus,OH,43204
3300,W BROAD ST,REAR,Columbus,OH,43204
127,N WESTGATE AVE,,Columbus,OH,43204
58,N SYLVAN AVE,J,Columbus,OH,43204
1275,DEMOREST RD,,Columbus,OH,43204
3390,SULLIVANT AVE,,Columbus,OH,43204
49,N POWELL AVE,,Columbus,OH,43204
351,N BURGESS AVE,,Columbus,OH,43204
127,S OAKLEY AVE,,Columbus,OH,43204
47,POWHATAN AVE,,Columbus,OH,43204
2300,HARDESTY CT,,Columbus,OH,43204
2405,HARRISON RD,,Columbus,OH,43204
4077,WILD ASH DR,,Columbus,OH,43204
443,S WAYNE AVE,,Columbus,OH,43204
716,S WARREN AVE,,Columbus,OH,43204
3295,SULLIVANT AVE,UNIT H,Columbus,OH,43204
3646,TRABUE RD,,Columbus,OH,43204
1386,ROYSTON DR,,Columbus,OH,43204
1303,WILD OATS DR,,Columbus,OH,43204
185,S WAYNE AVE,,Columbus,OH,43204
3759,INTERCHANGE RD,,Columbus,OH,43204
2250,MCKINLEY AVE,,Columbus,OH,43204
344,N BURGESS AVE,,Columbus,OH,43204
3481,WILKES CT,,Columbus,OH,43204
509,S HARRIS AVE,,Columbus,OH,43204
1765,LAKE SHORE DR,,Columbus,OH,43204
1331,LAKE SHORE DR,,Columbus,OH,43204
3445,DERRER CT S,,Columbus,OH,43204
606,BINNS BLVD,,Columbus,OH,43204
867,S ROYS AVE,,Columbus,OH,43204
84,DERRER RD,,Columbus,OH,43204
657,BINNS BLVD,,Columbus,OH,43204
1879,SAN REMO DR,,Columbus,OH,43204
223,S HAGUE AVE,,Columbus,OH,43204
288,N OGDEN AVE,,Columbus,OH,43204
31,N HURON AVE,,Columbus,OH,43204
3296,MAPLEWAY LN,,Columbus,OH,43204
1382,BAY SHORE DR,CN 2C,Columbus,OH,43204
3043,OLIVE ST,,Columbus,OH,43204
1283,LAKE SHORE DR,UNIT A,Columbus,OH,43204
2886,VALLEY VIEW DR,,Columbus,OH,43204
403,S CHASE AVE,,Columbus,OH,43204
172,S RICHARDSON AVE,,Columbus,OH,43204
163,LETCHWORTH AVE,,Columbus,OH,43204
3643,GRIMES DR,,Columbus,OH,43204
1484,CLIFF CT,B,Columbus,OH,43204
2958,SULLIVANT AVE,UNIT N,Columbus,OH,43204
91,S OAKLEY AVE,,Columbus,OH,43204
635,S OGDEN AVE,,Columbus,OH,43204
70,S SYLVAN AVE,,Columbus,OH,43204
1315,BELLFLOWER AVE,,Columbus,OH,43204
3182,VANDERBERG AVE,,Columbus,OH,43204
275,S WARREN AVE,,Columbus,OH,43204
1113,HARDESTY PL E,,Columbus,OH,43204
321,S RICHARDSON AVE,,Columbus,OH,43204
186,RANELLE DR,,Columbus,OH,43204
2915,OLIVE ST,,Columbus,OH,43204
1261,LAKE SHORE DR,UNIT A,Columbus,OH,43204
298,S POWELL AVE,,Columbus,OH,43204
2583,HARRISON RD,,Columbus,OH,43204
25,N BRINKER AVE,,Columbus,OH,43204
3368,BRICHAR WAY,,Columbus,OH,43204
1655,ONGARO DR W,,Columbus,OH,43204
1405,LAKE SHORE DR,UNIT C,Columbus,OH,43204
2587,HARRISON RD,,Columbus,OH,43204
3650,DRAGONFLY DR,,Columbus,OH,43204
136,N WESTMOOR AVE,,Columbus,OH,43204
360,S BURGESS AVE,,Columbus,OH,43204
45,S HAGUE AVE,,Columbus,OH,43204
1444,CLIFF CT,C,Columbus,OH,43204
1418,BAY SHORE DR,CN 2D,Columbus,OH,43204
809,S BURGESS AVE,,Columbus,OH,43204
2225,QUARRY VALLEY RD,,Columbus,OH,43204
3922,CIDERMILL DR,,Columbus,OH,43204
69,N HAGUE AVE,,Columbus,OH,43204
3103,VANDERBERG AVE,,Columbus,OH,43204
1408,WESTSHIRE RD,,Columbus,OH,43204
3613,EDSON DR,,Columbus,OH,43204
286,S CHASE AVE,,Columbus,OH,43204
678,S WARREN AVE,,Columbus,OH,43204
309,S WARREN AVE,,Columbus,OH,43204
650,S HAGUE AVE,,Columbus,OH,43204
445,S WAYNE AVE,,Columbus,OH,43204
94,N WESTMOOR AVE,,Columbus,OH,43204
1366,LAKE SHORE DR,B,Columbus,OH,43204
119,N BRINKER AVE,,Columbus,OH,43204
1828,SAN REMO DR,,Columbus,OH,43204
2492,SULLIVANT AVE,,Columbus,OH,43204
792,S OGDEN AVE,,Columbus,OH,43204
2453,SULLIVANT AVE,,Columbus,OH,43204
149,S ALGONQUIN AVE,,Columbus,OH,43204
927,BRIXHAM RD,,Columbus,OH,43204
316,DERRER RD,,Columbus,OH,43204
551,S EUREKA AVE,,Columbus,OH,43204
96,S HAGUE AVE,,Columbus,OH,43204
318,N WARREN AVE,,Columbus,OH,43204
257,S EUREKA AVE,,Columbus,OH,43204
663,CHESTERSHIRE RD,,Columbus,OH,43204
323,S HARRIS AVE,,Columbus,OH,43204
2405,KEEP PL,,Columbus,OH,43204
2903,SULLIVANT AVE,UNIT 1,Columbus,OH,43204
2686,SCHURTZ AVE,,Columbus,OH,43204
3660,WEST HORIZONS,APT 201,Columbus,OH,43204
109,DERRER RD,,Columbus,OH,43204
96,S POWELL AVE,,Columbus,OH,43204
990,S RICHARDSON AVE,,Columbus,OH,43204
23,S TERRACE AVE,,Columbus,OH,43204
661,S EUREKA AVE,,Columbus,OH,43204
1296,LOWLAND CT,,Columbus,OH,43204
856,S HARRIS AVE,,Columbus,OH,43204
90,S BRINKER AVE,,Columbus,OH,43204
182,POWHATAN AVE,,Columbus,OH,43204
1434,SUNFLOWER DR,,Columbus,OH,43204
78,N SYLVAN AVE,D,Columbus,OH,43204
2798,QUARRY POINT,,Columbus,OH,43204
69,N HALDY AVE,,Columbus,OH,43204
276,N BURGESS AVE,,Columbus,OH,43204
748,DEMOREST RD,,Columbus,OH,43204
712,RACINE AVE,,Columbus,OH,43204
2764,MARBLEVISTA BLVD,,Columbus,OH,43204
3400,CAMP CHASE DR,A2,Columbus,OH,43204
1467,RUNAWAY BAY DR,CN 3A,Columbus,OH,43204
2734,SCIOTO STATION DR,,Columbus,OH,43204
124,S ROYS AVE,,Columbus,OH,43204
267,DEMOREST AVE,,Columbus,OH,43204
1431,BROOKFOREST DR,,Columbus,OH,43204
819,S RICHARDSON AVE,,Columbus,OH,43204
703,ATHENS AVE,,Columbus,OH,43204
638,S TERRACE AVE,,Columbus,OH,43204
1396,WINESAP DR,,Columbus,OH,43204
1893,MAPLEWAY DR,,Columbus,OH,43204
1250,DEMOREST RD,,Columbus,OH,43204
3898,CIDERMILL DR,,Columbus,OH,43204
967,S HARRIS AVE,,Columbus,OH,43204
983,CHESTERSHIRE RD,,Columbus,OH,43204
2727,HARRISON RD,,Columbus,OH,43204
3276,MEDOMA DR,,Columbus,OH,43204
171,S BRINKER AVE,,Columbus,OH,43204
102,N ROYS AVE,,Columbus,OH,43204
159,DEMOREST AVE,,Columbus,OH,43204
3536,RACE ST,,Columbus,OH,43204
1101,ST AGNES AVE,,Columbus,OH,43204
459,S BURGESS AVE,,Columbus,OH,43204
316,S CHASE AVE,A,Columbus,OH,43204
393,S BURGESS AVE,,Columbus,OH,43204
1393,SUNFLOWER DR,,Columbus,OH,43204
1327,VAUXHALL PL,,Columbus,OH,43204
647,LANCE CT,,Columbus,OH,43204
3713,WINDWARD WAY,APT 306,Columbus,OH,43204
2499,FREMONT ST,,Columbus,OH,43204
27,LETCHWORTH AVE,,Columbus,OH,43204
926,S HAGUE AVE,,Columbus,OH,43204
3066,JERSEY DR,,Columbus,OH,43204
836,S TERRACE AVE,,Columbus,OH,43204
3092,SULLIVANT AVE,,Columbus,OH,43204
2574,QUARRY LAKE DR,,Columbus,OH,43204
34 1/2,N BRINKER AVE,,Columbus,OH,43204
76,N HALDY AVE,,Columbus,OH,43204
2694,SCHURTZ AVE,,Columbus,OH,43204
77,S TERRACE AVE,,Columbus,OH,43204
1403,PEACH BLOSSOM CT,,Columbus,OH,43204
702,ATHENS AVE,,Columbus,OH,43204
279,S OAKLEY AVE,,Columbus,OH,43204
152,N WAYNE AVE,,Columbus,OH,43204
156,N SOUTHAMPTON AVE,,Columbus,OH,43204
3488,DERRER HOLLOW WAY,,Columbus,OH,43204
928,S RICHARDSON AVE,,Columbus,OH,43204
1371,TRADE WINDS DR,APT 105,Columbus,OH,43204
1454,RUNAWAY BAY DR,CN 2C,Columbus,OH,43204
2550,HARRISON RD,,Columbus,OH,43204
2792,VANDERBERG AVE,,Columbus,OH,43204
693,WILTSHIRE RD,,Columbus,OH,43204
2671,STEELE AVE,,Columbus,OH,43204
1479,BROOKFOREST DR,,Columbus,OH,43204
1105,S HAGUE AVE,,Columbus,OH,43204
122,N HARRIS AVE,,Columbus,OH,43204
3069,JERSEY DR,,Columbus,OH,43204
3911,CIDERMILL DR,,Columbus,OH,43204
561,S EUREKA AVE,,Columbus,OH,43204
282,N BURGESS AVE,,Columbus,OH,43204
429,S CHASE AVE,,Columbus,OH,43204
1454,RUNAWAY BAY DR,CN 1C,Columbus,OH,43204
904,S RICHARDSON AVE,,Columbus,OH,43204
3427,TIMBER OAK DR,,Columbus,OH,43204
108,N WAYNE AVE,,Columbus,OH,43204
2213,QUARRY VALLEY RD,,Columbus,OH,43204
3491,SENATOR CT,,Columbus,OH,43204
3767,INTERCHANGE RD,,Columbus,OH,43204
3234,STEPHEN DR S,,Columbus,OH,43204
211,N CHASE AVE,,Columbus,OH,43204
932,S BRINKER AVE,,Columbus,OH,43204
186,N HAGUE AVE,,Columbus,OH,43204
1147,PARMA AVE,,Columbus,OH,43204
2405,PALMETTO ST,,Columbus,OH,43204
207,S HURON AVE,,Columbus,OH,43204
78,N SYLVAN AVE,G,Columbus,OH,43204
268,POWELL CIR,UNIT D,Columbus,OH,43204
781,KINGSFORD RD,UNIT A,Columbus,OH,43204
2659,ABBOTS LOOP CT,,Columbus,OH,43204
3325,RUDON LN,,Columbus,OH,43204
502,S HURON AVE,,Columbus,OH,43204
937,S EUREKA AVE,,Columbus,OH,43204
2728,VIDA PL,,Columbus,OH,43204
685,KYLE CT,,Columbus,OH,43204
3139,VALLEY VIEW DR,,Columbus,OH,43204
204,N ROYS AVE,,Columbus,OH,43204
2537,MARBLEVISTA BLVD,,Columbus,OH,43204
779,S WARREN AVE,,Columbus,OH,43204
3018,VALLEY VIEW DR,,Columbus,OH,43204
38,N WESTMOOR AVE,,Columbus,OH,43204
2778,VANDERBERG AVE,,Columbus,OH,43204
3561,WILSON WOODS DR,K,Columbus,OH,43204
144,S SYLVAN AVE,,Columbus,OH,43204
162,N WARREN AVE,,Columbus,OH,43204
3861,TRESTLE CT,,Columbus,OH,43204
914,DEMOREST RD,,Columbus,OH,43204
384,N BRINKER AVE,,Columbus,OH,43204
176,LETCHWORTH AVE,,Columbus,OH,43204
1382,WESTSHIRE RD,,Columbus,OH,43204
1388,N WILSON RD,,Columbus,OH,43204
318,S EUREKA AVE,,Columbus,OH,43204
998,BROOKS END CT,,Columbus,OH,43204
3508,DERRER HOLLOW WAY,,Columbus,OH,43204
1326,RIVIERA CT,UNIT G,Columbus,OH,43204
287,S TERRACE AVE,,Columbus,OH,43204
2694,W BROAD ST,C,Columbus,OH,43204
113,N BRINKER AVE,,Columbus,OH,43204
56,S WARREN AVE,,Columbus,OH,43204
800,HARRISON DR,,Columbus,OH,43204
2656,BERNADETTE RD,,Columbus,OH,43204
1335,TRADE WINDS DR,APT 204,Columbus,OH,43204
88,S WESTGATE AVE,,Columbus,OH,43204
2617,QUARRY LAKE DR,,Columbus,OH,43204
2756,QUARRY LAKE DR,,Columbus,OH,43204
154,N OGDEN AVE,,Columbus,OH,43204
129,N HAGUE AVE,,Columbus,OH,43204
2643,MCKINLEY AVE,,Columbus,OH,43204
2446,SULLIVANT AVE,,Columbus,OH,43204
125,ELDON AVE,,Columbus,OH,43204
457,S EUREKA AVE,,Columbus,OH,43204
450,S WESTGATE AVE,,Columbus,OH,43204
3006,MCKINLEY AVE,,Columbus,OH,43204
3165,SULLIVANT AVE,UNIT E,Columbus,OH,43204
923,S ROYS AVE,,Columbus,OH,43204
1171,BRONWYN AVE,,Columbus,OH,43204
3084,STEELE AVE,,Columbus,OH,43204
53,N OGDEN AVE,,Columbus,OH,43204
2535,SPAATZ AVE,,Columbus,OH,43204
1313,RIEGELWOOD LN,,Columbus,OH,43204
2490,VANDERBERG AVE,,Columbus,OH,43204
3458,WILSON WOODS DR,B,Columbus,OH,43204
355,S TERRACE AVE,,Columbus,OH,43204
842,S HARRIS AVE,,Columbus,OH,43204
170,S WAYNE AVE,,Columbus,OH,43204
1357,THACKER CT,,Columbus,OH,43204
2690,RUTH CT,,Columbus,OH,43204
2840,FISHER RD,B,Columbus,OH,43204
1333,HELMSDALE DR,,Columbus,OH,43204
1316,RUNAWAY BAY DR,CN 1D,Columbus,OH,43204
3417,PALMETTO ST,,Columbus,OH,43204
199,DEMOREST AVE,,Columbus,OH,43204
3582,TRABUE RD,,Columbus,OH,43204
632,S TERRACE AVE,,Columbus,OH,43204
603,DEXTER AVE,,Columbus,OH,43204
1397,LAKE SHORE DR,UNIT C,Columbus,OH,43204
1887,MAPLEWAY DR,,Columbus,OH,43204
3933,CIDERMILL DR,,Columbus,OH,43204
47,N EUREKA AVE,,Columbus,OH,43204
2658,EAKIN RD,,Columbus,OH,43204
830,S EUREKA AVE,,Columbus,OH,43204
178,N ROYS AVE,,Columbus,OH,43204
653,CRESCENT RD,,Columbus,OH,43204
417,S WHEATLAND AVE,,Columbus,OH,43204
1116,CHESTERSHIRE RD,,Columbus,OH,43204
335,GUERNSEY AVE,,Columbus,OH,43204
173,S OAKLEY AVE,,Columbus,OH,43204
2688,SCIOTO STATION DR,,Columbus,OH,43204
2831,ABBOTS COVE BLVD,,Columbus,OH,43204
25,S SOUTHAMPTON AVE,,Columbus,OH,43204
1304,LOWLAND CT,,Columbus,OH,43204
2350,W BROAD ST,,Columbus,OH,43204
252,S HAGUE AVE,,Columbus,OH,43204
639,DERRER RD,B,Columbus,OH,43204
2767,ST PATRICK RD,,Columbus,OH,43204
3288,VASALBORO WAY,,Columbus,OH,43204
847,LINDENDALE CT,,Columbus,OH,43204
681,LANCE CT,,Columbus,OH,43204
205,ELDON AVE,,Columbus,OH,43204
592,S OAKLEY AVE,,Columbus,OH,43204
1947,MAPLEWAY DR,,Columbus,OH,43204
1399,LAKE SHORE DR,UNIT C,Columbus,OH,43204
272,N EUREKA AVE,,Columbus,OH,43204
1515,LAKE SHORE DR,,Columbus,OH,43204
1417,RUNAWAY BAY DR,,Columbus,OH,43204
3352,STEPHEN DR S,,Columbus,OH,43204
985,RACINE AVE,,Columbus,OH,43204
104,DERRER DEN LN,,Columbus,OH,43204
850,SALISBURY RD,,Columbus,OH,43204
2474,HARDESTY DR S,,Columbus,OH,43204
109,N BURGESS AVE,,Columbus,OH,43204
133,ELDON AVE,,Columbus,OH,43204
1396,CROSS CREEK DR,F,Columbus,OH,43204
2759,EAKIN RD,,Columbus,OH,43204
1020,ANTHONY DR,,Columbus,OH,43204
995,S BRINKER AVE,,Columbus,OH,43204
2567,MARBLEVISTA BLVD,,Columbus,OH,43204
2363,MARBLEVISTA BLVD,,Columbus,OH,43204
317,N OGDEN AVE,,Columbus,OH,43204
1406,BAY SHORE DR,CN 3C,Columbus,OH,43204
1081,RACINE AVE,,Columbus,OH,43204
563,S HAGUE AVE,UNIT 06,Columbus,OH,43204
1424,BAY SHORE DR,CN 3C,Columbus,OH,43204
896,S RICHARDSON AVE,,Columbus,OH,43204
1469,LAKE SHORE DR,,Columbus,OH,43204
2895,SULLIVANT AVE,UNIT 4,Columbus,OH,43204
247,S WHEATLAND AVE,,Columbus,OH,43204
2476,HARDESTY DR S,,Columbus,OH,43204
215,S BRINKER AVE,,Columbus,OH,43204
264,S TERRACE AVE,,Columbus,OH,43204
135,N TERRACE AVE,,Columbus,OH,43204
467,S RICHARDSON AVE,,Columbus,OH,43204
2880,LA VISTA DR,,Columbus,OH,43204
30,N POWELL AVE,,Columbus,OH,43204
240,S HARRIS AVE,,Columbus,OH,43204
3519,SANITA CT,,Columbus,OH,43204
3036,SULLIVANT AVE,,Columbus,OH,43204
281,S RICHARDSON AVE,,Columbus,OH,43204
159,S WHEATLAND AVE,,Columbus,OH,43204
1100,ST CECELIA DR,,Columbus,OH,43204
460,S WARREN AVE,,Columbus,OH,43204
2694,W BROAD ST,I,Columbus,OH,43204
2856,CHESFIELD DR,,Columbus,OH,43204
2587,SPAATZ AVE,,Columbus,OH,43204
1013,S HAGUE AVE,,Columbus,OH,43204
365,TERRACE AVE,,Columbus,OH,43204
715,WILTSHIRE RD,,Columbus,OH,43204
3268,EAKIN RD,,Columbus,OH,43204
1949,LAKE SHORE DR,,Columbus,OH,43204
2327,QUARRY VALLEY RD,,Columbus,OH,43204
2620,FISHER RD,,Columbus,OH,43204
180,N WILSON RD,,Columbus,OH,43204
3261,MIRIAM DR S,,Columbus,OH,43204
930,SALISBURY RD,,Columbus,OH,43204
628,WESTBROOK CT,,Columbus,OH,43204
93,N BURGESS AVE,,Columbus,OH,43204
1399,LAKE SHORE DR,UNIT B,Columbus,OH,43204
1351,TELHAM CT,,Columbus,OH,43204
97,OREL AVE,,Columbus,OH,43204
3898,FARM BROOK LN,,Columbus,OH,43204
659,DEXTER AVE,,Columbus,OH,43204
868,WILTSHIRE RD,,Columbus,OH,43204
291,S BRINKER AVE,,Columbus,OH,43204
1367,THACKER CT,,Columbus,OH,43204
2512,HARDESTY DR S,,Columbus,OH,43204
650,HARRISON DR,,Columbus,OH,43204
189,S OGDEN AVE,,Columbus,OH,43204
1319,TELHAM CT,,Columbus,OH,43204
132,N HAGUE AVE,,Columbus,OH,43204
2784,ROSEDALE AVE,,Columbus,OH,43204
1499,RUNAWAY BAY DR,,Columbus,OH,43204
688,DEXTER AVE,,Columbus,OH,43204
1241,TREEHAVEN LN,,Columbus,OH,43204
224,S WESTMOOR AVE,,Columbus,OH,43204
1392,N WILSON RD,,Columbus,OH,43204
273,S POWELL AVE,,Columbus,OH,43204
1534,RUNAWAY BAY DR,CN 2D,Columbus,OH,43204
915,S ROYS AVE,,Columbus,OH,43204
570,S OAKLEY AVE,,Columbus,OH,43204
172,S HAGUE AVE,,Columbus,OH,43204
2165,QUARRY VALLEY RD,,Columbus,OH,43204
1400,RESTWOOD CT,,Columbus,OH,43204
549,S EUREKA AVE,,Columbus,OH,43204
3437,SULLIVANT AVE,,Columbus,OH,43204
3520,SENATOR CT,,Columbus,OH,43204
3650,GRIMES DR,,Columbus,OH,43204
2816,LONGFIELD RD,,Columbus,OH,43204
1220,NATHAN DR,,Columbus,OH,43204
342,DEMOREST AVE,,Columbus,OH,43204
2349,HARDESTY CT,,Columbus,OH,43204
978,S ROYS AVE,,Columbus,OH,43204
343,S WARREN AVE,,Columbus,OH,43204
192,DERRER RD,,Columbus,OH,43204
3776,FARM BROOK LN,,Columbus,OH,43204
2371,HARDESTY DR N,,Columbus,OH,43204
3044,FREMONT ST,,Columbus,OH,43204
454,S WHEATLAND AVE,,Columbus,OH,43204
1203,TREEHAVEN LN,,Columbus,OH,43204
963,S HAGUE AVE,,Columbus,OH,43204
107,N HAGUE AVE,,Columbus,OH,43204
2349,KEEP PL,,Columbus,OH,43204
422,S EUREKA AVE,,Columbus,OH,43204
3280,MARY AVE,,Columbus,OH,43204
746,KINGSFORD RD,,Columbus,OH,43204
2812,VANDERBERG AVE,,Columbus,OH,43204
3951,FARM BROOK LN,,Columbus,OH,43204
202,N HALDY AVE,,Columbus,OH,43204
146,N BURGESS AVE,,Columbus,OH,43204
3496,WESTWAY DR,,Columbus,OH,43204
3515,EDSON DR,,Columbus,OH,43204
2392,PALMETTO ST,,Columbus,OH,43204
200,N WILSON RD,,Columbus,OH,43204
1329,LAKE SHORE DR,UNIT A,Columbus,OH,43204
274,N HAGUE AVE,,Columbus,OH,43204
190,BINNS BLVD,,Columbus,OH,43204
3679,INTERCHANGE RD,,Columbus,OH,43204
83,S POWELL AVE,,Columbus,OH,43204
665,S WARREN AVE,,Columbus,OH,43204
23,N TERRACE AVE,,Columbus,OH,43204
930,STEPHEN DR W,,Columbus,OH,43204
2729,HAFTON WOODS CT,,Columbus,OH,43204
1312,RIVIERA CT,UNIT A,Columbus,OH,43204
282,DEMOREST AVE,,Columbus,OH,43204
2987,WICKLOW RD,,Columbus,OH,43204
937,RACINE AVE,,Columbus,OH,43204
216,S HAGUE AVE,,Columbus,OH,43204
204,BINNS BLVD,,Columbus,OH,43204
2943,PARKSIDE RD,,Columbus,OH,43204
3586,FARMHURST LN,,Columbus,OH,43204
199,N OAKLEY AVE,,Columbus,OH,43204
851,KINGSFORD RD,,Columbus,OH,43204
342,S HAGUE AVE,,Columbus,OH,43204
746,S ROYS AVE,,Columbus,OH,43204
53,N WARREN AVE,,Columbus,OH,43204
968,CHESTERSHIRE RD,,Columbus,OH,43204
3121,SULLIVANT AVE,A,Columbus,OH,43204
3496,WICKLOW RD,,Columbus,OH,43204
951,ANTHONY DR,,Columbus,OH,43204
593,S HARRIS AVE,,Columbus,OH,43204
2494,W BROAD ST,,Columbus,OH,43204
117,N OGDEN AVE,,Columbus,OH,43204
142,S RICHARDSON AVE,,Columbus,OH,43204
3992,CLAYFORD DR,,Columbus,OH,43204
280,POWELL CIR,UNIT D,Columbus,OH,43204
133,S TERRACE AVE,,Columbus,OH,43204
2895,SULLIVANT AVE,,Columbus,OH,43204
3201,PARKSIDE RD,,Columbus,OH,43204
830,S HARRIS AVE,A,Columbus,OH,43204
196,BINNS BLVD,,Columbus,OH,43204
3225,COLONY VISTA LN,,Columbus,OH,43204
1776,LAKE SHORE DR,,Columbus,OH,43204
78,N SYLVAN AVE,A,Columbus,OH,43204
1482,CLIFF CT,A,Columbus,OH,43204
1203,LAKE SHORE DR,,Columbus,OH,43204
93,S WESTGATE AVE,,Columbus,OH,43204
658,WESTBROOK CT,,Columbus,OH,43204
776,SALISBURY RD,,Columbus,OH,43204
1290,LOWLAND CT,,Columbus,OH,43204
1420,RUNAWAY BAY DR,CN 1C,Columbus,OH,43204
3155,RACE ST,,Columbus,OH,43204
3081,JERSEY DR,,Columbus,OH,43204
2405,MARBLEVISTA BLVD,,Columbus,OH,43204
695,DERRER RD,,Columbus,OH,43204
139,S ROYS AVE,,Columbus,OH,43204
225,N WHEATLAND AVE,,Columbus,OH,43204
2505,SULLIVANT AVE,,Columbus,OH,43204
875,BINNS BLVD,,Columbus,OH,43204
1815,SAN REMO DR,,Columbus,OH,43204
432,S WAYNE AVE,,Columbus,OH,43204
1085,ST MATTHEW AVE,,Columbus,OH,43204
1564,RUNAWAY BAY DR,,Columbus,OH,43204
249,S HAGUE AVE,,Columbus,OH,43204
2652,QUARRY POINT,,Columbus,OH,43204
101,S SYLVAN AVE,,Columbus,OH,43204
298,S CHASE AVE,,Columbus,OH,43204
35,DEMOREST AVE,,Columbus,OH,43204
2399,MARBLEVISTA BLVD,,Columbus,OH,43204
170,S WESTMOOR AVE,,Columbus,OH,43204
520,S WAYNE AVE,,Columbus,OH,43204
92,N OGDEN AVE,,Columbus,OH,43204
2719,HAFTON RD,,Columbus,OH,43204
3407,SOUTH BLVD,,Columbus,OH,43204
1012,S HARRIS AVE,,Columbus,OH,43204
3216,TELHAM DR,,Columbus,OH,43204
369,S EUREKA AVE,,Columbus,OH,43204
43,BINNS BLVD,,Columbus,OH,43204
703,RACINE AVE,,Columbus,OH,43204
817,S EUREKA AVE,,Columbus,OH,43204
1183,ROMONA PL,,Columbus,OH,43204
2396,WESTWOOD DR,,Columbus,OH,43204
2317,W BROAD ST,,Columbus,OH,43204
733,S WAYNE AVE,,Columbus,OH,43204
1132,ST JUDE AVE,,Columbus,OH,43204
2900,LA VISTA DR,D,Columbus,OH,43204
787,S RICHARDSON AVE,,Columbus,OH,43204
2830,VANDERBERG AVE,,Columbus,OH,43204
