number,street,unit,city,region,postcode,latitude,longitude,parcel_id,land_use_code,land_use_type,occupancy,owner_name,homestead,year_built,bedrooms,bathrooms,half_baths,rooms,air_conditioning,appraised_value,annual_tax,sale_price,sale_date,match_status
1171,SANDERLING DR,,REYNOLDSBURG,OH,43068,39.9616544,-82.7719626,,,,,,,,,,,,,,,,,UNMATCHED
1366,BRIARCLIFF RD,APT 49,REYNOLDSBURG,OH,43068,39.9542496,-82.8110665,060-001818,403,COMMERCIAL,LIKELY_RENTAL,BRIARCLIFF PLAZA OWNER LLC,,,0,0,0,0,0,1302600.00,64231.8,0,11/30/2021,MATCHED
7150,E MAIN ST,UNIT A202,REYNOLDSBURG,OH,43068,39.9565073,-82.8073274,060-003876,425,COMMERCIAL,UNKNOWN,LRES INVESTMENTS LLC,,,0,0,0,0,0,435000.00,17287.36,1060000,12/13/2000,MATCHED
2084,CREEKVIEW CT,APT A,REYNOLDSBURG,OH,43068,39.9414325,-82.7939083,,,,,,,,,,,,,,,,,UNMATCHED
6800,LIVINGSTON AVE,APT A,REYNOLDSBURG,OH,43068,39.9451618,-82.8145099,060-001097,403,COMMERCIAL,LIKELY_RENTAL,WOODVIEW PLAZA ASSOCIATES LLC,,,0,0,0,0,0,98800.00,2829,0,11/01/2013,MATCHED
2211,PINE TREE LN,APT D,REYNOLDSBURG,OH,43068,39.935404,-82.8275002,060-005860,403,COMMERCIAL,LIKELY_RENTAL,NL CORE CALEBS CROSSING LLC,,,0,0,0,0,0,1783400.00,51066.06,6250000,05/16/2013,MATCHED
6560,STEINWAY DR,APT E,REYNOLDSBURG,OH,43068,39.9369825,-82.8186279,,,,,,,,,,,,,,,,,UNMATCHED
8373,MORNINGDEW DR,,REYNOLDSBURG,OH,43068,39.9624616,-82.7755764,,,,,,,,,,,,,,,,,UNMATCHED
1365,SHELBY CIR,,REYNOLDSBURG,OH,43068,39.9583706,-82.7763439,,,,,,,,,,,,,,,,,UNMATCHED
810,WARTHLING CT,,REYNOLDSBURG,OH,43068,39.9734077,-82.7554587,,,,,,,,,,,,,,,,,UNMATCHED
2085,CREEKVIEW CT,APT A,REYNOLDSBURG,OH,43068,39.9412341,-82.7947598,,,,,,,,,,,,,,,,,UNMATCHED
8741,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.973218,-82.7682194,,,,,,,,,,,,,,,,,UNMATCHED
15218,PALMER RD SW,,ETNA TWP,OH,43068,39.9464357,-82.7703345,,,,,,,,,,,,,,,,,UNMATCHED
1243,CRESTVIEW ST,,REYNOLDSBURG,OH,43068,39.9609355,-82.7803054,,,,,,,,,,,,,,,,,UNMATCHED
973,MUELLER DR,,REYNOLDSBURG,OH,43068,39.9701223,-82.7569921,,,,,,,,,,,,,,,,,UNMATCHED
8021,FENWAY CIR,,REYNOLDSBURG,OH,43068,39.9421592,-82.7811422,,,,,,,,,,,,,,,,,UNMATCHED
770,TRICOLOR DR,,REYNOLDSBURG,OH,43068,39.9719172,-82.7734419,,,,,,,,,,,,,,,,,UNMATCHED
12149,PALMER RD SW,,ETNA TWP,OH,43068,39.9433791,-82.7145995,,,,,,,,,,,,,,,,,UNMATCHED
8750,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9718267,-82.7675308,,,,,,,,,,,,,,,,,UNMATCHED
8690,TAYLOR WOODS DR,,REYNOLDSBURG,OH,43068,39.9702671,-82.7688396,,,,,,,,,,,,,,,,,UNMATCHED
711,TRICOLOR DR,,REYNOLDSBURG,OH,43068,39.9723903,-82.7753967,,,,,,,,,,,,,,,,,UNMATCHED
49,HILLVIEW DR SW,,ETNA TWP,OH,43068,39.9554717,-82.7498671,,,,,,,,,,,,,,,,,UNMATCHED
744,MORENO CT,,REYNOLDSBURG,OH,43068,39.9748053,-82.7588779,,,,,,,,,,,,,,,,,UNMATCHED
9072,ROSEM CT SW,,REYNOLDSBURG,OH,43068,39.9760742,-82.7595756,,,,,,,,,,,,,,,,,UNMATCHED
8409,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9636546,-82.7746347,,,,,,,,,,,,,,,,,UNMATCHED
812,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.9722435,-82.7660294,,,,,,,,,,,,,,,,,UNMATCHED
241,BALLMAN RD SW,,ETNA TWP,OH,43068,39.9603556,-82.7347724,,,,,,,,,,,,,,,,,UNMATCHED
1113,BERGENIA DR,,REYNOLDSBURG,OH,43068,39.965584,-82.7621346,,,,,,,,,,,,,,,,,UNMATCHED
143,ROLEN RD SW,,ETNA TWP,OH,43068,39.9579785,-82.7484765,,,,,,,,,,,,,,,,,UNMATCHED
486,BALLMAN RD SW,,ETNA TWP,OH,43068,39.9637819,-82.7351612,,,,,,,,,,,,,,,,,UNMATCHED
8282,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9681906,-82.7796161,,,,,,,,,,,,,,,,,UNMATCHED
8578,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9746436,-82.7729492,,,,,,,,,,,,,,,,,UNMATCHED
8599,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9693144,-82.7712785,,,,,,,,,,,,,,,,,UNMATCHED
934,MCCARRICK CT,,REYNOLDSBURG,OH,43068,39.9713462,-82.7557639,,,,,,,,,,,,,,,,,UNMATCHED
6960,TAYLOR RD SW,,PATASKALA,OH,43068,39.9935733,-82.7675023,,,,,,,,,,,,,,,,,UNMATCHED
1412,SHELBY CIR,,REYNOLDSBURG,OH,43068,39.9580607,-82.775614,,,,,,,,,,,,,,,,,UNMATCHED
1130,BERGENIA DR,,REYNOLDSBURG,OH,43068,39.9650332,-82.7628261,,,,,,,,,,,,,,,,,UNMATCHED
6958,TAYLOR RD SW,,PATASKALA,OH,43068,39.9940072,-82.7675319,,,,,,,,,,,,,,,,,UNMATCHED
2090,LUBLIN DR,APT E,REYNOLDSBURG,OH,43068,39.9417097,-82.7912632,,,,,,,,,,,,,,,,,UNMATCHED
1111,TAYLOR MILLS DR,,REYNOLDSBURG,OH,43068,39.9646936,-82.7685242,,,,,,,,,,,,,,,,,UNMATCHED
8582,WILDOMAR AVE,,REYNOLDSBURG,OH,43068,39.9734168,-82.7725451,,,,,,,,,,,,,,,,,UNMATCHED
660,SMITHERS DR,,REYNOLDSBURG,OH,43068,39.9769684,-82.7561157,,,,,,,,,,,,,,,,,UNMATCHED
13398,PALMER RD SW,,ETNA TWP,OH,43068,39.9447059,-82.7359341,,,,,,,,,,,,,,,,,UNMATCHED
856,DINMONT CT,,REYNOLDSBURG,OH,43068,39.9700435,-82.7735883,,,,,,,,,,,,,,,,,UNMATCHED
8403,MORNINGDEW DR,,REYNOLDSBURG,OH,43068,39.9624095,-82.7745526,,,,,,,,,,,,,,,,,UNMATCHED
8962,CORAL CANYON CIR,,REYNOLDSBURG,OH,43068,39.9728233,-82.7618395,,,,,,,,,,,,,,,,,UNMATCHED
8381,GLENCREST DR,,REYNOLDSBURG,OH,43068,39.9616382,-82.7751678,,,,,,,,,,,,,,,,,UNMATCHED
1224,HANSON ST,,REYNOLDSBURG,OH,43068,39.9614114,-82.7789484,,,,,,,,,,,,,,,,,UNMATCHED
8358,MORNINGDEW DR,,REYNOLDSBURG,OH,43068,39.9631342,-82.7756963,,,,,,,,,,,,,,,,,UNMATCHED
269,BEECHWOOD DR SW,,ETNA TWP,OH,43068,39.9503452,-82.734811,,,,,,,,,,,,,,,,,UNMATCHED
9332,RUSTON LN,,REYNOLDSBURG,OH,43068,39.9783605,-82.7537436,,,,,,,,,,,,,,,,,UNMATCHED
8548,ROBBINS LOOP DR,,REYNOLDSBURG,OH,43068,39.9755285,-82.7741743,,,,,,,,,,,,,,,,,UNMATCHED
22,HILLVIEW DR SW,,ETNA TWP,OH,43068,39.9560059,-82.7504744,,,,,,,,,,,,,,,,,UNMATCHED
825,GUMMER CT,,REYNOLDSBURG,OH,43068,39.97312,-82.7546871,,,,,,,,,,,,,,,,,UNMATCHED
336,NORTH SUMMIT RIDGE DR SW,,PATASKALA,OH,43068,39.9926944,-82.7644656,,,,,,,,,,,,,,,,,UNMATCHED
931,MCCARRICK CT,,REYNOLDSBURG,OH,43068,39.9711633,-82.7562068,,,,,,,,,,,,,,,,,UNMATCHED
8934,LUPINE DR,,REYNOLDSBURG,OH,43068,39.9687577,-82.761649,,,,,,,,,,,,,,,,,UNMATCHED
796,BERNESE CT,,REYNOLDSBURG,OH,43068,39.970889,-82.776021,,,,,,,,,,,,,,,,,UNMATCHED
1096,BERGENIA DR,,REYNOLDSBURG,OH,43068,39.9664563,-82.7616336,,,,,,,,,,,,,,,,,UNMATCHED
8341,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9702901,-82.7781108,,,,,,,,,,,,,,,,,UNMATCHED
8365,BEDLINGTON DR,,REYNOLDSBURG,OH,43068,39.9650392,-82.7763354,,,,,,,,,,,,,,,,,UNMATCHED
2220,BALDWIN PL,APT C,REYNOLDSBURG,OH,43068,39.9367664,-82.8163802,060-001271,403,COMMERCIAL,LIKELY_RENTAL,CHANDLER COMMONS I LLC,,,0,0,0,0,0,1651600.00,47291.34,0,01/08/2021,MATCHED
8158,GOLDSMITH DR,,REYNOLDSBURG,OH,43068,39.9578257,-82.7807641,,,,,,,,,,,,,,,,,UNMATCHED
8460,SEALYHAM DR,,REYNOLDSBURG,OH,43068,39.9662318,-82.7742013,,,,,,,,,,,,,,,,,UNMATCHED
1223,CRESTVIEW ST,,REYNOLDSBURG,OH,43068,39.9613609,-82.780272,,,,,,,,,,,,,,,,,UNMATCHED
75,S BELMAR DR SW,,PATASKALA,OH,43068,39.98734,-82.7634432,,,,,,,,,,,,,,,,,UNMATCHED
71,BRISTOL DR SW,,PATASKALA,OH,43068,39.9917015,-82.7539453,,,,,,,,,,,,,,,,,UNMATCHED
153,BROOK DR SW,,ETNA TWP,OH,43068,39.9441852,-82.7657049,,,,,,,,,,,,,,,,,UNMATCHED
8823,LOBELIA CT,,REYNOLDSBURG,OH,43068,39.972078,-82.7653743,,,,,,,,,,,,,,,,,UNMATCHED
6553,STEINWAY DR,APT A,REYNOLDSBURG,OH,43068,39.9361816,-82.8187085,,,,,,,,,,,,,,,,,UNMATCHED
2240,BALDWIN PL,APT I,REYNOLDSBURG,OH,43068,39.9361195,-82.8159708,,,,,,,,,,,,,,,,,UNMATCHED
1837,CHIMNEY HILL CT,,REYNOLDSBURG,OH,43068,39.9484338,-82.7809934,,,,,,,,,,,,,,,,,UNMATCHED
8645,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9661633,-82.7689545,,,,,,,,,,,,,,,,,UNMATCHED
8384,REYNOLDSWOOD DR,,REYNOLDSBURG,OH,43068,39.9757094,-82.7782142,,,,,,,,,,,,,,,,,UNMATCHED
8382,GLENCREST DR,,REYNOLDSBURG,OH,43068,39.9618468,-82.7751271,,,,,,,,,,,,,,,,,UNMATCHED
57,GEORGIAN DR SW,,ETNA TWP,OH,43068,39.9442248,-82.7577041,,,,,,,,,,,,,,,,,UNMATCHED
8310,GLENCREST DR,,REYNOLDSBURG,OH,43068,39.9619653,-82.7770435,,,,,,,,,,,,,,,,,UNMATCHED
8960,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9741593,-82.7624454,,,,,,,,,,,,,,,,,UNMATCHED
1205,ROSEHILL RD,APT 300,REYNOLDSBURG,OH,43068,39.9564532,-82.819634,060-001353,403,COMMERCIAL,LIKELY_RENTAL,ROSEHILL PLAZA OWNER LLC,,,0,0,0,0,0,873100.00,51444.02,0,11/30/2021,MATCHED
821,MUELLER DR,,REYNOLDSBURG,OH,43068,39.9731,-82.7591578,,,,,,,,,,,,,,,,,UNMATCHED
1365,BRIARCLIFF RD,APT 33,REYNOLDSBURG,OH,43068,39.9541676,-82.8126677,060-001360,403,COMMERCIAL,LIKELY_RENTAL,BRIARCLIFF PLAZA OWNER LLC,,,0,0,0,0,0,1021200.00,38765.04,0,11/30/2021,MATCHED
6885,GREENLEAF DR,APT B1,REYNOLDSBURG,OH,43068,39.9564364,-82.8139799,,,,,,,,,,,,,,,,,UNMATCHED
2080,LUBLIN DR,APT C,REYNOLDSBURG,OH,43068,39.9421221,-82.7915609,,,,,,,,,,,,,,,,,UNMATCHED
1366,BRIARCLIFF RD,APT 50,REYNOLDSBURG,OH,43068,39.9542496,-82.8110665,060-001818,403,COMMERCIAL,LIKELY_RENTAL,BRIARCLIFF PLAZA OWNER LLC,,,0,0,0,0,0,1302600.00,64231.8,0,11/30/2021,MATCHED
6600,STEINWAY DR,APT E,REYNOLDSBURG,OH,43068,39.936877,-82.817554,,,,,,,,,,,,,,,,,UNMATCHED
2185,PINE TREE LN,APT A,REYNOLDSBURG,OH,43068,39.9358874,-82.8273465,060-005860,403,COMMERCIAL,LIKELY_RENTAL,NL CORE CALEBS CROSSING LLC,,,0,0,0,0,0,1783400.00,51066.06,6250000,05/16/2013,MATCHED
6557,STEINWAY DR,APT K,REYNOLDSBURG,OH,43068,39.9361796,-82.8184816,,,,,,,,,,,,,,,,,UNMATCHED
8906,ORMISTON CT,,REYNOLDSBURG,OH,43068,39.9749721,-82.764355,,,,,,,,,,,,,,,,,UNMATCHED
1204,MASTELL DR,,REYNOLDSBURG,OH,43068,39.9681986,-82.7551202,,,,,,,,,,,,,,,,,UNMATCHED
1111,STARLIGHT DR,,REYNOLDSBURG,OH,43068,39.9647759,-82.7725123,,,,,,,,,,,,,,,,,UNMATCHED
8756,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9715902,-82.7676518,,,,,,,,,,,,,,,,,UNMATCHED
8963,TRINITY CIR,,REYNOLDSBURG,OH,43068,39.9748341,-82.7629169,,,,,,,,,,,,,,,,,UNMATCHED
9250,RUSTON LN,,REYNOLDSBURG,OH,43068,39.9777761,-82.7556779,,,,,,,,,,,,,,,,,UNMATCHED
9094,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9742639,-82.758759,,,,,,,,,,,,,,,,,UNMATCHED
959,FORTKORT DR,,REYNOLDSBURG,OH,43068,39.9707539,-82.7563191,,,,,,,,,,,,,,,,,UNMATCHED
8742,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9718962,-82.7676962,,,,,,,,,,,,,,,,,UNMATCHED
8221,CANDLEWOOD WAY,,REYNOLDSBURG,OH,43068,39.9479838,-82.7764506,,,,,,,,,,,,,,,,,UNMATCHED
2076,STONEY CT,APT C,REYNOLDSBURG,OH,43068,39.9415504,-82.7952676,,,,,,,,,,,,,,,,,UNMATCHED
1272,HANSON ST,,REYNOLDSBURG,OH,43068,39.9604084,-82.7790299,,,,,,,,,,,,,,,,,UNMATCHED
718,MORENO DR,,REYNOLDSBURG,OH,43068,39.9755049,-82.7578495,,,,,,,,,,,,,,,,,UNMATCHED
232,GEORGIAN DR SW,,ETNA TWP,OH,43068,39.9415465,-82.7582447,,,,,,,,,,,,,,,,,UNMATCHED
542,HUNNICUT DR,,REYNOLDSBURG,OH,43068,39.9788684,-82.7594466,,,,,,,,,,,,,,,,,UNMATCHED
8450,SEALYHAM DR,,REYNOLDSBURG,OH,43068,39.9662819,-82.7743186,,,,,,,,,,,,,,,,,UNMATCHED
852,BRIARO ST,,REYNOLDSBURG,OH,43068,39.9695065,-82.7773692,,,,,,,,,,,,,,,,,UNMATCHED
8243,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9662387,-82.7795386,,,,,,,,,,,,,,,,,UNMATCHED
103,WEEPING WILLOW LN SW,,ETNA TWP,OH,43068,39.9457421,-82.7504046,,,,,,,,,,,,,,,,,UNMATCHED
102,BELZ-WARNER BLVD,,PATASKALA,OH,43068,39.9933245,-82.7658184,,,,,,,,,,,,,,,,,UNMATCHED
1786,KELLY'S PATH,,REYNOLDSBURG,OH,43068,39.950472,-82.7710515,,,,,,,,,,,,,,,,,UNMATCHED
6492,TAYLOR RD SW,,PATASKALA,OH,43068,39.995721,-82.7674784,,,,,,,,,,,,,,,,,UNMATCHED
961,MASTELL DR,,REYNOLDSBURG,OH,43068,39.9704495,-82.7577085,,,,,,,,,,,,,,,,,UNMATCHED
6494,TAYLOR RD SW,,PATASKALA,OH,43068,39.9957035,-82.7674798,,,,,,,,,,,,,,,,,UNMATCHED
315,WOODBRIDGE PL SW,,PATASKALA,OH,43068,39.9912254,-82.7611048,,,,,,,,,,,,,,,,,UNMATCHED
1963,CHIMNEY HILL CT,,REYNOLDSBURG,OH,43068,39.9480877,-82.7791941,,,,,,,,,,,,,,,,,UNMATCHED
8631,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9722889,-82.7707926,,,,,,,,,,,,,,,,,UNMATCHED
8817,BERGENIA CT,,REYNOLDSBURG,OH,43068,39.9653286,-82.7640278,,,,,,,,,,,,,,,,,UNMATCHED
266,BEECHWOOD DR SW,,ETNA TWP,OH,43068,39.9503646,-82.7344762,,,,,,,,,,,,,,,,,UNMATCHED
8903,ORMISTON CT,,REYNOLDSBURG,OH,43068,39.9748516,-82.7642746,,,,,,,,,,,,,,,,,UNMATCHED
883,BRIARO ST,,REYNOLDSBURG,OH,43068,39.9688967,-82.7784987,,,,,,,,,,,,,,,,,UNMATCHED
977,FORTKORT DR,,REYNOLDSBURG,OH,43068,39.9704594,-82.7551632,,,,,,,,,,,,,,,,,UNMATCHED
8458,REYNOLDSWOOD DR,,REYNOLDSBURG,OH,43068,39.9756298,-82.776395,,,,,,,,,,,,,,,,,UNMATCHED
243,BALLMAN RD SW,,ETNA TWP,OH,43068,39.9605405,-82.734725,,,,,,,,,,,,,,,,,UNMATCHED
12156,PALMER RD SW,,ETNA TWP,OH,43068,39.9436086,-82.7154309,,,,,,,,,,,,,,,,,UNMATCHED
1367,HANSON ST,,REYNOLDSBURG,OH,43068,39.9584854,-82.7794287,,,,,,,,,,,,,,,,,UNMATCHED
1110,MASTELL DR,,REYNOLDSBURG,OH,43068,39.9680276,-82.757126,,,,,,,,,,,,,,,,,UNMATCHED
8441,MORNINGDEW DR,,REYNOLDSBURG,OH,43068,39.9623653,-82.7735561,,,,,,,,,,,,,,,,,UNMATCHED
561,BRISTOL DR SW,,PATASKALA,OH,43068,39.9930376,-82.7612833,,,,,,,,,,,,,,,,,UNMATCHED
876,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.9713436,-82.7666702,,,,,,,,,,,,,,,,,UNMATCHED
1022,SEALYHAM DR,,REYNOLDSBURG,OH,43068,39.9663729,-82.7750478,,,,,,,,,,,,,,,,,UNMATCHED
9562,TAYLOR RD SW,,REYNOLDSBURG,OH,43068,39.9530784,-82.7718759,,,,,,,,,,,,,,,,,UNMATCHED
6599,SUMMIT RD SW,,PATASKALA,OH,43068,39.9947331,-82.7520017,,,,,,,,,,,,,,,,,UNMATCHED
79,WYMER AVE SW,,ETNA TWP,OH,43068,39.9487531,-82.7703849,,,,,,,,,,,,,,,,,UNMATCHED
127,CYPRESS ST SW,,PATASKALA,OH,43068,39.9954674,-82.7615779,,,,,,,,,,,,,,,,,UNMATCHED
1411,COBBLEGATE LN,,REYNOLDSBURG,OH,43068,39.9473517,-82.7776797,,,,,,,,,,,,,,,,,UNMATCHED
9283,KELTONCREST DR,,REYNOLDSBURG,OH,43068,39.9778523,-82.7547819,,,,,,,,,,,,,,,,,UNMATCHED
624,KELTON CREST DR,,REYNOLDSBURG,OH,43068,39.9778822,-82.7543209,,,,,,,,,,,,,,,,,UNMATCHED
206,WOODBRIDGE PL SW,,PATASKALA,OH,43068,39.9920761,-82.7600082,,,,,,,,,,,,,,,,,UNMATCHED
483,ALLI'S PLACE W,,REYNOLDSBURG,OH,43068,39.9797344,-82.7579151,,,,,,,,,,,,,,,,,UNMATCHED
762,TUROS CT,,REYNOLDSBURG,OH,43068,39.9730286,-82.7665982,,,,,,,,,,,,,,,,,UNMATCHED
1765,WOODVIEW CT W,APT C,REYNOLDSBURG,OH,43068,39.9464684,-82.8122229,,,,,,,,,,,,,,,,,UNMATCHED
9421,SUMMIT RD SW,,ETNA TWP,OH,43068,39.9568648,-82.7525279,,,,,,,,,,,,,,,,,UNMATCHED
6540,STEINWAY DR,APT I,REYNOLDSBURG,OH,43068,39.9367955,-82.8189979,,,,,,,,,,,,,,,,,UNMATCHED
8963,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9711679,-82.7619949,,,,,,,,,,,,,,,,,UNMATCHED
13820,NATIONAL RD SW,,ETNA TWP,OH,43068,39.9565772,-82.7460851,,,,,,,,,,,,,,,,,UNMATCHED
8739,MILLWHEEL DR,,REYNOLDSBURG,OH,43068,39.9711191,-82.7674145,,,,,,,,,,,,,,,,,UNMATCHED
794,PETIGREW CT,,REYNOLDSBURG,OH,43068,39.973457,-82.7599535,,,,,,,,,,,,,,,,,UNMATCHED
118,HUMPHRIES DR SW,,ETNA TWP,OH,43068,39.9553612,-82.7356131,,,,,,,,,,,,,,,,,UNMATCHED
758,ROBBINS LOOP CT,,REYNOLDSBURG,OH,43068,39.9745814,-82.7702276,,,,,,,,,,,,,,,,,UNMATCHED
946,DIANTHUS CT,,REYNOLDSBURG,OH,43068,39.9695219,-82.7615711,,,,,,,,,,,,,,,,,UNMATCHED
2148,CLAY STONE PL,,REYNOLDSBURG,OH,43068,39.9420777,-82.7778397,,,,,,,,,,,,,,,,,UNMATCHED
8881,BETONY CT,,REYNOLDSBURG,OH,43068,39.9678603,-82.7629335,,,,,,,,,,,,,,,,,UNMATCHED
1096,KOMRAUS CT,,REYNOLDSBURG,OH,43068,39.9662225,-82.7658216,,,,,,,,,,,,,,,,,UNMATCHED
837,BERNESE CT,,REYNOLDSBURG,OH,43068,39.9699164,-82.7763071,,,,,,,,,,,,,,,,,UNMATCHED
8779,CANADA CT,,REYNOLDSBURG,OH,43068,39.9695399,-82.7659553,,,,,,,,,,,,,,,,,UNMATCHED
9166,RUSTON LN,,REYNOLDSBURG,OH,43068,39.9769696,-82.7576588,,,,,,,,,,,,,,,,,UNMATCHED
2071,RAVINE PL,,REYNOLDSBURG,OH,43068,39.9436598,-82.7771018,,,,,,,,,,,,,,,,,UNMATCHED
8768,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9718904,-82.7672147,,,,,,,,,,,,,,,,,UNMATCHED
210,WOLFE CRAFT RD SW,,ETNA TWP,OH,43068,39.9492685,-82.7643515,,,,,,,,,,,,,,,,,UNMATCHED
8499,WILDOMAR AVE,,REYNOLDSBURG,OH,43068,39.9734541,-82.7753574,,,,,,,,,,,,,,,,,UNMATCHED
8751,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9715767,-82.767605,,,,,,,,,,,,,,,,,UNMATCHED
8603,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9718249,-82.7715872,,,,,,,,,,,,,,,,,UNMATCHED
8333,BEDLINGTON DR,,REYNOLDSBURG,OH,43068,39.9648859,-82.7768431,,,,,,,,,,,,,,,,,UNMATCHED
705,HUNNICUT DR,,REYNOLDSBURG,OH,43068,39.9758227,-82.7570909,,,,,,,,,,,,,,,,,UNMATCHED
14413,PALMER RD,,ETNA TWP,OH,43068,39.9454833,-82.7562272,,,,,,,,,,,,,,,,,UNMATCHED
9275,RIDGELINE DR,,REYNOLDSBURG,OH,43068,39.9791681,-82.7562296,,,,,,,,,,,,,,,,,UNMATCHED
1126,BERGENIA DR,,REYNOLDSBURG,OH,43068,39.9652592,-82.762621,,,,,,,,,,,,,,,,,UNMATCHED
153,S BELMAR DR SW,,PATASKALA,OH,43068,39.986121,-82.76346,,,,,,,,,,,,,,,,,UNMATCHED
8295,TAYLOR RD SW,,REYNOLDSBURG,OH,43068,39.9717069,-82.7700189,,,,,,,,,,,,,,,,,UNMATCHED
10393,TAYLOR RD SW,,ETNA TWP,OH,43068,39.9427746,-82.7725044,,,,,,,,,,,,,,,,,UNMATCHED
2021,LUBLIN DR,APT H,REYNOLDSBURG,OH,43068,39.9435796,-82.7911926,,,,,,,,,,,,,,,,,UNMATCHED
26,LAKELAND CT SW,,ETNA TWP,OH,43068,39.9607651,-82.7496618,,,,,,,,,,,,,,,,,UNMATCHED
8746,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.971871,-82.7676252,,,,,,,,,,,,,,,,,UNMATCHED
102,BALLMAN RD SW,,ETNA TWP,OH,43068,39.9582368,-82.7346356,,,,,,,,,,,,,,,,,UNMATCHED
985,BRINDLE CT,,REYNOLDSBURG,OH,43068,39.96775,-82.7713445,,,,,,,,,,,,,,,,,UNMATCHED
81,SOUTHVIEW DR SW,,ETNA TWP,OH,43068,39.9532247,-82.7511233,,,,,,,,,,,,,,,,,UNMATCHED
1078,MORNINGSTAR CT,,REYNOLDSBURG,OH,43068,39.9647832,-82.7781827,,,,,,,,,,,,,,,,,UNMATCHED
8758,LINICK DR,,REYNOLDSBURG,OH,43068,39.9648869,-82.7656101,,,,,,,,,,,,,,,,,UNMATCHED
2088,DORNBIN DR,APT A,REYNOLDSBURG,OH,43068,39.9425199,-82.7894218,,,,,,,,,,,,,,,,,UNMATCHED
905,BRIARO ST,,REYNOLDSBURG,OH,43068,39.9683023,-82.7785119,,,,,,,,,,,,,,,,,UNMATCHED
6953,TAYLOR RD SW,,PATASKALA,OH,43068,39.9943584,-82.7672259,,,,,,,,,,,,,,,,,UNMATCHED
240,BALLMAN SQUARE N,,ETNA TWP,OH,43068,39.9648799,-82.7330429,,,,,,,,,,,,,,,,,UNMATCHED
1017,ROLAND E GARDNER CT,,REYNOLDSBURG,OH,43068,39.9691733,-82.7559713,,,,,,,,,,,,,,,,,UNMATCHED
7150,E MAIN ST,UNIT C202,REYNOLDSBURG,OH,43068,39.9566569,-82.807416,060-003876,425,COMMERCIAL,UNKNOWN,LRES INVESTMENTS LLC,,,0,0,0,0,0,435000.00,17287.36,1060000,12/13/2000,MATCHED
2185,PINE TREE LN,APT H,REYNOLDSBURG,OH,43068,39.9359254,-82.827681,060-005860,403,COMMERCIAL,LIKELY_RENTAL,NL CORE CALEBS CROSSING LLC,,,0,0,0,0,0,1783400.00,51066.06,6250000,05/16/2013,MATCHED
6919,GREENLEAF DR,APT B3,REYNOLDSBURG,OH,43068,39.9567618,-82.8131039,060-006249,403,COMMERCIAL,LIKELY_RENTAL,EDEN OF REYNOLDSBURG LLC,,,0,0,0,0,0,3575400.00,156169.54,950000,03/09/2010,MATCHED
6770,LIVINGSTON AVE,APT D,REYNOLDSBURG,OH,43068,39.9450205,-82.8152159,060-001094,403,COMMERCIAL,LIKELY_RENTAL,WOODVIEW PLAZA ASSOCIATES LLC,,,0,0,0,0,0,1558600.00,44628.4,0,11/01/2013,MATCHED
1205,ROSEHILL RD,APT 201,REYNOLDSBURG,OH,43068,39.9564532,-82.819634,060-001353,403,COMMERCIAL,LIKELY_RENTAL,ROSEHILL PLAZA OWNER LLC,,,0,0,0,0,0,873100.00,51444.02,0,11/30/2021,MATCHED
6875,GREENLEAF DR,APT E2,REYNOLDSBURG,OH,43068,39.9566802,-82.8145803,,,,,,,,,,,,,,,,,UNMATCHED
6643,E LIVINGSTON AVE,APT B,REYNOLDSBURG,OH,43068,39.9435451,-82.8182122,060-004110,650,EXEMPT,LIKELY_RENTAL,BD OF EDUCATION OF REYNOLDSBURG CITY SCHOOL DISTRICT,,,0,0,0,0,0,0.00,0,160000,12/29/2005,MATCHED
1207,ROSEHILL RD,APT 200,REYNOLDSBURG,OH,43068,39.9564929,-82.8204938,,,,,,,,,,,,,,,,,UNMATCHED
8758,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9718206,-82.7674921,,,,,,,,,,,,,,,,,UNMATCHED
8282,GLENCREST DR,,REYNOLDSBURG,OH,43068,39.9619953,-82.7778947,,,,,,,,,,,,,,,,,UNMATCHED
